Experiments,BL_OD<--AC_OD,BL_OD<--BA_OD,BL_OD<--BC_OD,BL_OD<--BL_OD,BL_OD<--BT_OD,BL_OD<--BV_OD,BL_OD<--CC_OD,BL_OD<--DF_OD,BL_OD<--parc+_OD,BL_OD<--pH,AC_OD,BA_OD,BC_OD,BL_OD,BT_OD,BV_OD,CC_OD,DF_OD,wt_OD,delarc_OD,parc-_OD,parc+_OD,pH
BA_pH8_2,-0.061619691917591764,-0.005880272880844448,-0.01620551613604893,-0.04336064510816789,0.012986333163698084,-0.01892814367240214,-0.02004229673751346,-0.0008106844928925466,0.021392555321445277,0.0018260626592065984,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64407134594908
BA_pH9_0,-0.037273923704076714,-0.005937984462665475,-0.010392599765049377,-0.06483032525395571,0.02267751807994817,-0.019094012499098544,-0.023514781397079,-0.007531460377428195,0.01899792591271841,-0.003742656593575428,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859295671521
BA_pH9_1,-0.044772851646513394,-0.005959102796471638,-0.015609261461979025,-0.05084982574755408,0.019683657366296518,-0.019575817755463975,-0.03114057468736301,-0.005429273035539234,0.02634092229539933,-0.003330172331922728,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.741257491587475
BA_pH9_2,-0.047591637594463394,-0.005583228021860124,-0.008755517435948485,-0.04696128872628121,0.022232368968265206,-0.032953149392067095,-0.0194737298393865,-0.00769274999994947,0.020679511547736496,-0.004542879307156672,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74752624576109
BC_pH4_0,-0.017951499563439385,0.023640983091748276,-0.00039605810590412344,-0.10512917965569575,0.019717281376538068,-0.017351764033184107,-0.01694305988919476,-0.00823909534303391,0.015994429717488264,-0.023984328883335636,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
BC_pH4_1,-0.05786480339324993,0.052950908299940445,-0.00028954883632452687,-0.08194352245565667,0.011629262063652281,-0.017888896888040975,-0.021058020028083217,-0.008747082930058239,0.026384026471768383,-0.03381462078986933,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004845233155374915
BC_pH4_2,-0.051191380387577035,0.04235315656694381,-0.0003294650173705558,-0.07139696177297634,0.01116265504297031,-0.016703906785696745,-0.016160433187918818,-0.004821310565280525,0.026142138066985038,-0.049696789778688015,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001874459798070219
BC_pH5_0,-0.04074811612417839,0.027708112196996804,-0.0011258281637793008,-0.07930946713030017,0.019433827778810392,-0.02655304405271359,-0.015614867036676276,-0.0050371074425461515,0.02636527527164182,-0.03576108548385294,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05114127579932972
BC_pH5_1,-0.04318073614540956,0.023278422725346425,-0.0005151346196299015,-0.07978269918902733,0.0179083284901698,-0.014438400255597159,-0.012376055182160242,-0.010315826403220065,0.018578693722172274,-0.029798884900367775,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02446646428818786
BC_pH5_2,-0.035143878484630714,0.03285508779808879,-0.0004894709133583579,-0.08386486479364656,0.017847059611636015,-0.020501909302952495,-0.010593973720932135,-0.004991637009560414,0.03361714085483033,-0.059375847867163635,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039343210450552515
BC_pH6_0,-0.052034465138517,0.042767869436141595,-0.0034515696440054035,-0.11839306804311014,0.01541704269288027,-0.034906466007637575,-0.015592474289967314,-0.015463937037502946,0.027954746432116498,0.02306003048975507,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687662413934
BC_pH6_1,-0.05916568376123904,0.05038387866933708,-0.006896388498337375,-0.12852963804915224,0.020597321726786706,-0.02299426948732656,-0.022512419385349623,-0.016818299054208664,0.0292324283030694,0.02606078263453167,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567479932488
BC_pH6_2,-0.08865011323405349,0.046595401697508664,-0.006199925120757975,-0.11208077042566043,0.018354624870192748,-0.030923599338401917,-0.018903332576560582,-0.030099262429158318,0.038353791131192576,0.05291089553709911,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393008372077
BC_pH7_0,-0.10279120321021129,0.08630172213984896,0.001998286674851959,-0.18682256004368164,0.0330763367154514,-0.04065974362437491,-0.03008385388383075,0.008054933532991488,0.03720742516179123,0.06307635854038854,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761566893788473
BC_pH7_1,-0.10692111671294856,0.08317589967471103,0.002112667262554166,-0.1522906635806936,0.01916463230736554,-0.02263548174306102,-0.03772341037128607,0.008162523622665068,0.03809750625620717,0.03821514465927105,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683949395216
BC_pH7_2,-0.0841834547115571,0.06732985863867012,0.0023369614650373864,-0.145935323027408,0.02761765987855261,-0.04111422983119668,-0.0336580386887426,-0.015618357888382417,0.03864339868376112,0.053939235178024895,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811025384560845
BC_pH8_0,-0.0863179063282745,0.0818701961332851,0.0014873552322387693,-0.12008714060137125,0.023724933612038902,-0.03700476812360728,-0.03598789781008077,-0.0018158756917261564,0.026866177860647437,0.016622637454420327,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
BC_pH8_1,-0.06777923882614982,0.0781707005004358,0.0014470207820767931,-0.1488776255565007,0.026292753115134394,-0.03805454767835529,-0.031183170264829762,-0.003255294960235125,0.030718488716317906,0.02187862690092753,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
BC_pH8_2,-0.08012367321340286,0.08688051776960493,0.001015333254700122,-0.1596963678276085,0.021557427731788033,-0.040230335715915194,-0.035919773749926165,-0.0010275938600787656,0.038569863785220225,0.03833231134421151,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
BC_pH9_0,-0.09244054946886457,0.08969216296975702,0.0006879291910192239,-0.1352589505797495,0.03075406413687312,-0.03043359271372142,-0.056673408547092394,-0.0003875469400183006,0.04530198695219081,0.0181156166497132,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
BC_pH9_1,-0.0929375143531386,0.08856019729505413,0.0006713785878990013,-0.15469355662029396,0.029176570519642987,-0.028258542627825033,-0.03032439833263988,-0.004650606777438001,0.04531172793763488,0.016502454754613018,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
BC_pH9_2,-0.10461667857173346,0.053308892876071774,0.0006627117745254353,-0.11526220699691257,0.037206557679354504,-0.03554558882246847,-0.03240053391569982,0.00246767839173908,0.03247087562821158,0.031066002194648196,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
BL_pH4_0,-0.08281203970232086,0.0630213445910941,-0.008027088482580755,0.17228972324291653,0.02149651269671386,-0.031037260353484232,-0.031705783282447116,-0.00424078300635776,0.0505844490116705,-0.12884180331643183,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
BL_pH4_1,-0.0857372473585217,0.05669232948197295,-0.007954292288859903,0.17004561204625213,0.03084547824995673,-0.039115491906261964,-0.02823199856904862,-0.007898001756681048,0.05009575075591389,-0.11818815237356592,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004845233155374915
BL_pH4_2,-0.07558983673341574,0.07271433771628401,-0.012270491349146423,0.17270546361399083,0.028191943297000685,-0.028853200551365383,-0.03455242793480663,-0.0008367735111033134,0.03982140493376746,-0.1408911125365969,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001874459798070219
BL_pH5_0,-0.07155101320098924,0.04801167100182045,-0.008299078136358568,0.17983189808042796,0.03647169871782154,-0.04132505404074556,-0.03723197243297877,-0.0011460213419859833,0.05103452743516989,-0.10785226426532735,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05114127579932972
BL_pH5_1,-0.08088485522519633,0.05166937423181597,-0.005593699261789089,0.17166503918964574,0.02941608481635542,-0.03073792327721806,-0.030035027824342257,-0.0019004249159732631,0.03428835788782201,-0.1212503212006034,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02446646428818786
BL_pH5_2,-0.09134812524623194,0.06658722690792511,-0.005180553680933687,0.17235689087001532,0.0339108502731213,-0.0391508992680389,-0.024599944828078146,-0.005622292341583445,0.05642331190650229,-0.13359690171059058,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039343210450552515
BL_pH6_0,-0.15284003939682042,0.10825686780857327,0.015081092841194386,0.28125222876101086,0.05291648766349839,-0.044631419410605146,-0.03092676431993427,-0.00022539813354935257,0.0666774460199572,0.07094893021104128,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687662413934
BL_pH6_1,-0.17054991194492447,0.12821522423511617,0.01504092386640284,0.30988574189903284,0.05805787396131327,-0.04763404159280269,-0.0366300891339779,-0.0029196977898802447,0.08155161532087496,0.14712814475936087,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567479932488
BL_pH6_2,-0.17565270819903714,0.12057763827600226,0.006187799988395493,0.28329913246364374,0.07045044193408737,-0.05945496874335018,-0.04951509816207639,0.02081244360453083,0.08224167893235776,0.15336574801851227,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393008372077
BL_pH7_0,-0.26366866992948496,0.15271639299214534,-0.024369643198569185,0.26995271544174654,0.09220995154353265,-0.09368552848048832,-0.13048134996515257,0.03138097179486699,0.08124496422627049,0.12448478900827471,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761566893788473
BL_pH7_1,-0.26859931069790666,0.1524128135119605,-0.03941581603058653,0.2649785130794929,0.10228106513781396,-0.10181688449264546,-0.1172300217883742,0.0055419350391172845,0.07661701935869841,0.15120890743463583,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683949395216
BL_pH7_2,-0.2935017619035004,0.15041607850838615,-0.021106948124487764,0.25778230828273546,0.11484798173015212,-0.10198089697236279,-0.12864673295989637,0.027858763865559653,0.08555589722671911,0.13738394338354148,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811025384560845
BL_pH8_0,-0.26864790131054495,0.13644530096212812,-0.03223505185269143,0.20463777569001132,0.06328516721563496,-0.08853756887473815,-0.12511514111138558,0.00011986618618601968,0.07097483576720821,0.011912799520094119,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
BL_pH8_1,-0.25513858814318874,0.12790255976881343,-0.018848403379240118,0.19961866966003305,0.06178160306754644,-0.09640979057866271,-0.10348115606031018,-0.006980229997602492,0.07217791017063935,-0.008063394420010887,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
BL_pH8_2,-0.27978865858126917,0.1593675379758782,-0.01947156108470391,0.2031129596390478,0.05524456443346065,-0.0960699013584172,-0.12928107873860584,0.008463805911090713,0.06616178340157089,0.004794754594078528,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
BL_pH9_0,-0.26366678066916116,0.12114199792196892,-0.028454919727519158,0.19077427128977753,0.06987267927347646,-0.08225295376073084,-0.10790118191836648,0.017636484696489315,0.05543878348665718,0.004686428870924788,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
BL_pH9_1,-0.2727757401383765,0.12814815091495604,-0.025646962625500952,0.1843752587586641,0.06650435890557001,-0.08461101166822994,-0.11007817324534382,0.008929960953638606,0.08235801309225678,0.0018056635914937241,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
BL_pH9_2,-0.2627803159634704,0.14501718398386046,-0.02839539651799461,0.1901353041357968,0.0754417990795944,-0.08509220796353795,-0.11127087931796587,0.007736511017479325,0.0704850409520061,-0.021358875834747507,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
BT_pH4_0,-0.042002169747391474,0.03161736944447392,-0.007533111228081195,-0.07654812410433329,-0.00544262845231139,-0.014752435675295798,-0.005849297004144477,-0.005807947788549506,0.024183932955822218,-0.02850787554503135,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
BT_pH4_1,-0.035428151542158885,0.027687094547664336,-0.004801666691251423,-0.07630581833260215,-0.005442881512901056,-0.017577100902309885,-0.011668086613973849,-0.00720522878691554,0.0295395097217482,-0.0294399603849034,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004845233155374915
BT_pH4_2,-0.04259569322042492,0.033954361725760544,-0.0030864311042039273,-0.06831436502666252,-0.007075542127308636,-0.015979404752750115,-0.009069217620417475,-0.009299855387324227,0.02559651707461023,-0.03477265749329134,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001874459798070219
BT_pH5_0,-0.0441929995033728,0.03862158967748931,-0.008766990269169857,-0.06656202040936636,-0.0066004604101181025,-0.020804495830493774,-0.011031672629001349,-0.003995969184957769,0.029410758991928205,-0.03672003275107431,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05114127579932972
BT_pH5_1,-0.03847950807813069,0.026629496244308735,-0.007350689677683555,-0.07372882231908,-0.005411426431458929,-0.008546251210829487,-0.011350725947109902,-0.008589667082642732,0.020029746307788986,-0.023844438642263405,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02446646428818786
BT_pH5_2,-0.03332213657624696,0.03812505124703697,-0.008540858823968017,-0.06994481196708005,-0.00635498039100481,-0.02412900803691668,-0.012373200678469046,-0.010234050187079805,0.02116025236313757,-0.0250285470906807,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039343210450552515
BT_pH6_0,-0.049738656245172014,0.03456373638756897,-0.015066309338030609,-0.09406535707819072,-0.008952888801046034,-0.01901032184331638,-0.016093694579423123,-0.010567170968684167,0.023618352744404384,0.024670021715371505,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687662413934
BT_pH6_1,-0.060071389386025464,0.05614141342513587,-0.011144583679573687,-0.09780761464863369,-0.010267013214204623,-0.03006179585607479,-0.025975642430636537,-0.014536121169348123,0.02668684768935908,0.036393599063967885,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567479932488
BT_pH6_2,-0.06419243987973618,0.03785759286388107,0.00026077903969132476,-0.11006289650969533,-0.010336343616895054,-0.031463264796234985,-0.020506232194197564,-0.007545002287091768,0.034437866168015675,0.040907641093692056,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393008372077
BT_pH7_0,-0.09216564304114361,0.07198465935238031,-0.02178190816274804,-0.051821078765813426,-0.01675607762258986,-0.03891833219920164,-0.02707955637258356,-0.02330999215781365,0.030867639645610158,0.03833799958431526,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761566893788473
BT_pH7_1,-0.07453238412737848,0.06020288046368439,-0.008568138837733344,-0.10781852919203427,-0.014966811667317934,-0.038104147363211154,-0.025348210718644702,-0.018114629502853617,0.04009161232687209,0.05651607136363568,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683949395216
BT_pH7_2,-0.0693693358220322,0.05764743233909426,-0.0200979471789754,-0.08319433861209646,-0.014984158018360966,-0.027273820020744338,-0.030098721226272378,-0.008704578115645312,0.031089778108441306,0.03434340295341353,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811025384560845
BT_pH8_0,-0.08314299602749878,0.05876175279850543,-0.004977342291208713,-0.09120608723195998,-0.008248927823227382,-0.026574650231100946,-0.028519242896657918,-0.002824241258203983,0.037429379045396394,0.018660055849215262,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
BT_pH8_1,-0.06954126892206462,0.06787280738677667,-0.01428562489378712,-0.1037427575376047,-0.007596618805242621,-0.02450425507257814,-0.03994615930982906,-0.00844417962691058,0.04035504218109923,0.029190714543118428,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
BT_pH8_2,-0.08037699487951139,0.04725791050404635,-0.010963936640840506,-0.06974023575084688,-0.007596314763245373,-0.02295452957163038,-0.030843160918549353,-0.00606979715111463,0.0308204161144955,0.019824343019610512,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
BT_pH9_0,-0.06743805919814369,0.05752185930295482,-0.013069728489803232,-0.07109142086225682,-0.0076540263839389965,-0.03229571456575523,-0.0284067360425125,-0.0015801968899272067,0.034459284078329794,-0.0010875607500581649,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
BT_pH9_1,-0.043879834541889,0.03748961657042737,-0.014458433964654157,-0.08329300468423119,-0.008086278691239976,-0.022662357451880104,-0.016383717886131743,-0.008230914517670223,0.024584734260064106,0.004277903762362574,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
BT_pH9_2,-0.053961131342727196,0.05148450326134005,-0.007921133413910864,-0.099858053435531,-0.0076862064263095034,-0.01898880346232782,-0.024089301809992483,0.0026418260270324734,0.02938694230402293,-0.0016509420631210456,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
BV_pH4_0,-0.045883886532291106,0.03213527058696617,-0.008106510036665458,-0.0820774358442134,0.013355584072111097,0.0044042016306649065,-0.0160666902800617,-0.004207752040870812,0.024542563628081392,-0.04873764505285931,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
BV_pH4_1,-0.056110562963978115,0.047118886106688046,-0.010652090870653807,-0.09031728287186958,0.021138331175417354,0.003754493788532589,-0.017765828075454286,-0.004324995531174155,0.02566036383094995,-0.049143614211403154,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004845233155374915
BV_pH4_2,-0.045934115098789335,0.04187180357944706,-0.007307279995926049,-0.08853512259807603,0.010877401919063666,0.004077646489376606,-0.015686958239049364,-0.008693612130439801,0.02907457827549913,-0.050386641840248,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001874459798070219
BV_pH5_0,-0.0421806219390229,0.033566765390822415,-0.005253968879013605,-0.07954479448294835,0.017954506919840754,0.004184792718809583,-0.008049809157686388,-0.003095762069620516,0.01776712748991406,-0.0659905357922063,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05114127579932972
BV_pH5_1,-0.0541299764747205,0.04632924564830634,-0.013558549121346164,-0.10519864916639485,0.0229330754717407,0.004742998432206069,-0.01770643859696777,-0.0022249175640551956,0.03999088886072454,-0.05181997749468555,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02446646428818786
BV_pH5_2,-0.055499298995279736,0.041021985860703436,-0.008949271612598194,-0.08086244277291647,0.016339825990245395,0.00415024660851644,-0.018015871086036382,-0.008359408602118496,0.015737079087968755,-0.036205144898318074,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039343210450552515
BV_pH6_0,-0.07006403514710458,0.04742967498407739,-0.0020662273701442324,-0.1548895997967085,0.024450013083608255,0.004029351978198339,-0.022843659510836004,-0.020075516813313182,0.030299165776080397,0.033088532574474805,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687662413934
BV_pH6_1,-0.08853062962910728,0.06483796116248099,0.0015463596011471472,-0.17302630794315557,0.01633745904647462,0.004754337963202724,-0.0174782395982386,-0.015305824883120218,0.035926921187454594,0.040295663975260174,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567479932488
BV_pH6_2,-0.08820406905982806,0.07185218193082382,-0.007286177614055903,-0.16287133048086067,0.02366284546928237,0.004838138624377866,-0.02445079479123587,-0.015702235118040572,0.034718683655171285,0.032800457968741,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393008372077
