Experiments,BL_OD<--AC_OD,BL_OD<--BA_OD,BL_OD<--BC_OD,BL_OD<--BL_OD,BL_OD<--BT_OD,BL_OD<--BV_OD,BL_OD<--CC_OD,BL_OD<--DF_OD,BL_OD<--parc+_OD,BL_OD<--pH,AC_OD,BA_OD,BC_OD,BL_OD,BT_OD,BV_OD,CC_OD,DF_OD,wt_OD,delarc_OD,parc-_OD,parc+_OD,pH
BV_pH7_0,-0.10710664336610097,0.07448639133904615,-0.02208080580700998,-0.17927158586559414,0.04018016872522623,0.010571745313380072,-0.035611467855456075,-0.008687269845572505,0.04751549005589406,0.0493616776994389,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761566893788473
BV_pH7_1,-0.1227084601654307,0.0881073692732531,-0.02424919596589777,-0.1891107255439071,0.04622328635750581,0.010074798114921735,-0.03677956631974033,-0.0021489532474104484,0.059988016203936664,0.039961131621233145,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683949395216
BV_pH7_2,-0.11805983318501843,0.10998143982061226,-0.018716408014297484,-0.22875916135659355,0.04819921591521606,0.011719443250609479,-0.054141361495965844,0.004202672149176179,0.051577453483705946,0.06335423945327814,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811025384560845
BV_pH8_0,-0.10636508278751178,0.08846552629874126,-0.015840363491974447,-0.17751019292632525,0.03450112619761215,0.013269783349140831,-0.03782082163769267,0.0014217967876111674,0.045036548606889396,0.024199380084224377,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
BV_pH8_1,-0.1000563192088157,0.0735415190693153,-0.021837526310397235,-0.16549036354150462,0.046103738986927524,0.010159114822745318,-0.05099443110191953,0.00010497822466751691,0.04961571251528094,0.028211277050330597,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
BV_pH8_2,-0.09961841086735544,0.08865909136588809,-0.01927105064544341,-0.17968954201058848,0.03270674211175545,0.010117732607152147,-0.028903553264377557,-0.0029230059003052485,0.04361700167434046,0.024662695604012064,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
BV_pH9_0,-0.08889219152741133,0.08295466082413559,-0.024026333457263915,-0.19750925184429982,0.03903032532974105,0.009279407470122623,-0.029371015530727483,0.00621860775610675,0.06047248570734391,0.011201013090169947,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
BV_pH9_1,-0.10470328267258795,0.08007925928732298,-0.016985410046156335,-0.1431238182350669,0.03162494352451809,0.008998556111169896,-0.03216520303455384,-0.004145755400962156,0.04099171579208064,0.00878669457510114,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
BV_pH9_2,-0.08269292589681951,0.07159834353617675,-0.025751513486890042,-0.1650058948123099,0.02378275592932882,0.009514060451284702,-0.03280934440376966,-0.005627030089659536,0.039725737753931595,0.03662351170352295,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
CC_pH4_0,-0.07022584961767754,0.0535562547320581,-0.007113133197569327,-0.08328753705257956,0.015872233309580576,-0.013246977666959814,0.012630428723666976,-0.006078046723471389,0.028574370165638945,-0.06132404247379823,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0032572508755295392
CC_pH4_1,-0.04743741375313181,0.04397686527272605,-0.012817335585942087,-0.0971502188576952,0.01939677159909321,-0.023278816199820973,0.008819274163764454,-0.001639121598361629,0.03287065659690161,-0.053382961438644856,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.004437627208196163
CC_pH4_2,-0.03573185864593024,0.042797977144870415,-0.005703771687315212,-0.110404093776951,0.015122651155309183,-0.019361306764995277,0.006937210488578545,-0.0006938431039452558,0.030193080259891956,-0.053798344870624334,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0011803763326671925
CC_pH5_0,-0.035769411224223994,0.0428169242389824,-0.012091939920235583,-0.11223411075487409,0.017643859154423295,-0.027616729083997406,0.009212365571571433,-0.0070962167110132125,0.03355755383796665,-0.03906459490971073,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.08114687964645667
CC_pH5_1,-0.060912943924169835,0.04256664212185727,-0.005697701032394947,-0.0993264597217026,0.01794403608685926,-0.015579938684873604,0.009449328235957935,-0.0120541137776783,0.03263221025061995,-0.03966335935558638,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.11230826956373989
CC_pH5_2,-0.052559453981888035,0.02897409697508682,-0.0038760510698446745,-0.10472824148793258,0.02470565666282631,-0.02428407736446546,0.009844598368458125,-0.009683508515438954,0.026456597778217305,-0.025491917010639666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.09911694942295314
CC_pH6_0,-0.08803854874578182,0.0614699296782846,-0.00435459156561157,-0.22809285013491049,0.02443932799379462,-0.037525313966300176,0.014989918418552566,-0.019427262735350618,0.054948930289272384,0.09094816096693926,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2884225051673924
CC_pH6_1,-0.09238851519139565,0.07442644594844591,-0.008567938586373043,-0.21431951664266705,0.034134337165919335,-0.037513578386734366,0.015706480307423547,-0.0054244223917308074,0.03767028131400762,0.06563412666199323,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29127362738877827
CC_pH6_2,-0.08769879921582405,0.08313829103039336,-0.008931066910128878,-0.2504652098627032,0.029953211708723202,-0.033147756718099115,0.01604754159631936,-0.008798870126838271,0.047541077914040365,0.08171928078300603,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2957269459022493
CC_pH7_0,-0.08764139410594234,0.08157525291868849,-0.01787068089915683,-0.21670569941239518,0.03047662555645019,-0.04193602726146903,0.025093189659325967,0.012764445033086382,0.04065984244903792,0.04294214561338659,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5922068579302491
CC_pH7_1,-0.09483949248355046,0.0917926123547975,-0.008198312777297002,-0.24829439836351774,0.038453178493225056,-0.03697209385102211,0.02006787874128507,-0.009075977602649643,0.055210726166386954,0.06121357952123104,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5480973412378645
CC_pH7_2,-0.07677918558778325,0.07666529593543839,-0.01817457867300381,-0.222820339008113,0.037109213446307444,-0.03953004983172793,0.022287264466285702,-0.005256387498229743,0.03795584357262629,0.05790062337708862,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5469120935714209
CC_pH8_0,-0.10070559144505987,0.07081825515376808,-0.019287820542636128,-0.15578874145836927,0.030666376500107024,-0.038991877386427454,0.01543877043153929,0.005630387641975415,0.046635039931001224,0.014942901372990529,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8455353071301549
CC_pH8_1,-0.10016378682471164,0.0711641010184489,-0.0125192573071336,-0.16665764992044343,0.03564781721883818,-0.041242812909185876,0.016660667366307714,-0.0014469632020463125,0.04996026237090321,0.017955322342560344,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8378107178569503
CC_pH8_2,-0.1097116090025267,0.0719424397729175,-0.01066864969127852,-0.15601178263395052,0.03843160944140476,-0.04447725799177653,0.016028146335612167,0.004278796460560482,0.047247711698646125,0.012298295809279968,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8442380625189879
CC_pH9_0,-0.08685042465834515,0.07765086306825929,-0.007673319348579513,-0.14343699788188805,0.0318602906961156,-0.030597916864182638,0.014202899855116136,-0.0036194422492838428,0.025967479525133962,-0.008145731943457022,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.003926186226973
CC_pH9_1,-0.07610770743340253,0.07098534536709927,-0.010956054857891535,-0.14993615862063095,0.040435407962650056,-0.027689515408938336,0.014159097470667048,0.0042407964250963685,0.02992729574927817,-0.025700806685034997,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9964236708955914
CC_pH9_2,-0.07420491645841495,0.05659947049480092,-0.006829408729124973,-0.145477179877622,0.03525486405331479,-0.03054617500702001,0.014091030015893605,0.004139925622907671,0.04080365673760356,-0.024473566653449897,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9996501428774356
DF_pH4_0,-0.043348171287823624,0.031739755761607195,-0.008569188265372877,-0.07161736085525025,0.01374921805387282,-0.01514661705121398,-0.017188162346896917,-0.0034507837551443488,0.01945207175920191,-0.03626304882092644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
DF_pH4_1,-0.039157139156823575,0.031890121595529106,-0.008999141275315824,-0.07977749262774445,0.013906967110283998,-0.010503266196212044,-0.011427044350977826,-0.0034636143999903102,0.028293697865598873,-0.0514053780577429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0004845233155374915
DF_pH4_2,-0.04363627864209854,0.03739712679110791,-0.010653726227338546,-0.06534840728156267,0.013274246431563214,-0.024953699616877278,-0.016085445094934623,-0.0037357029772323133,0.032522300070394645,-0.04942270420977603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.001874459798070219
DF_pH5_0,-0.05435246156245147,0.028309465754453256,-0.004059959481996685,-0.06672095105132979,0.01237789228072633,-0.017913120135502975,-0.015078611713631644,-0.004121635794315652,0.029559880437572367,-0.038642788476351164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.05114127579932972
DF_pH5_1,-0.038403885776743946,0.03188478379793789,-0.011458850366103907,-0.0854314853064716,0.017543548602286893,-0.01789074476322402,-0.01725674505143062,-0.003218736196665662,0.02599385572678369,-0.03240402811571307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.02446646428818786
DF_pH5_2,-0.04610800823196769,0.038035360171824045,-0.009538253546166034,-0.06861535484335668,0.012182294212119736,-0.014260715444207839,-0.020751766158348842,-0.004388548390049002,0.025182035752450642,-0.042379330382074996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.039343210450552515
DF_pH6_0,-0.08391033574128927,0.05228397462598008,-0.010570047468999805,-0.08961881989451205,0.022138940376513035,-0.029342535113834816,-0.027563293010158384,-0.012633918322946715,0.024699343366386448,0.023874405988127637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.16172687662413934
DF_pH6_1,-0.058111890811959034,0.04173626264071335,-0.015173476289390869,-0.11955370095720437,0.025100982782795375,-0.035859608795979755,-0.030603524777714327,-0.011490477828875833,0.03482513724745291,0.03848799698905129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.20214567479932488
DF_pH6_2,-0.08694662781472765,0.04941641172799079,-0.007842392567950097,-0.12984130165256233,0.028067372428739194,-0.03349681112186417,-0.029217632276451452,-0.012770201528201934,0.03028195879260159,0.06170692421131481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.19208393008372077
DF_pH7_0,-0.07894302187527975,0.054042238553014134,-0.014843800801621829,-0.12181658798666754,0.020369711037239308,-0.02422995429567021,-0.026240331754898247,-0.007928798587425899,0.037131843076937884,0.03181641227606198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4761566893788473
DF_pH7_1,-0.09339451947127995,0.07009637998417019,-0.012519795461760266,-0.13382062365908337,0.024027929799631247,-0.03270242670550942,-0.030540660410390604,-0.008855010873597606,0.03153262380348599,0.055533814181209264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.48226683949395216
DF_pH7_2,-0.09565470830577871,0.07208754853588407,-0.015281691288413564,-0.12210008119718863,0.024735980493057034,-0.029869819276196807,-0.03832317907768099,-0.008628745560088883,0.038759191971191244,0.043633218500763175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4811025384560845
DF_pH8_0,-0.0762198533166362,0.06303400476503632,-0.01588447405835209,-0.1346841978723102,0.02563514937322749,-0.02869317988622124,-0.027777250103814443,-0.003467652896500152,0.04425680096220712,0.02315835323225221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6161936979692529
DF_pH8_1,-0.06654824037266815,0.056284877717009046,-0.005826504178264219,-0.11563591020789157,0.02174134262999439,-0.026329421688114175,-0.021680247677976022,-0.004842681342168997,0.02847515606321394,0.0037193292557545334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6417698578516113
DF_pH8_2,-0.10705374848826422,0.06025831174631806,-0.011565691251307728,-0.11915114324782852,0.030269510358895937,-0.024316125352988417,-0.02018649585059155,-0.0031997782720819762,0.032110064332980824,0.03219279622375641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6440713470669853
DF_pH9_0,-0.06157440980815369,0.05241143175360302,-0.013913278562300225,-0.10705795488360782,0.02530574257930984,-0.0293775928085265,-0.023985115686107592,-0.003379231731852759,0.02814244634795772,0.0027856627912463032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7292859280132171
DF_pH9_1,-0.08174066457897423,0.066985831970106,-0.009207512209515855,-0.121438711664194,0.0247288405166372,-0.03462620551819386,-0.02413215956205259,-0.0027193704943941992,0.03988116909466359,0.011626496522322942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7412574926289346
DF_pH9_2,-0.053278386636596654,0.05782621693190025,-0.011068272904452421,-0.12915185407937868,0.02002299335582749,-0.03148409422365544,-0.017448038500936135,-0.0024104520646126403,0.029363238970627602,0.006986349350165414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.747526246417331
comm11_4_1,0.08836687326674231,-0.07415059372499262,0.014212738426159251,0.2385000713687876,-0.05763270548382854,0.0336080457828939,0.05042787791148799,-0.01577752904116135,0.0649766626743519,-0.33084890591952476,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
comm11_4_2,0.10069676711062052,-0.048918833308245833,0.007417643378772166,0.25558163354173297,-0.07172508119443516,0.06619795275568637,0.036242469475483104,-0.000266648926569719,0.06979589046869913,-0.4026815803191099,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0004845233155374915
comm11_4_3,0.12725325711354935,-0.0557655799648036,0.02048877171402716,0.21033123856855795,-0.054607463131618246,0.05414814935875653,0.024713944337614206,-0.013416890512908935,0.06571443688772294,-0.3660840606377662,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.001874459798070219
comm11_4_4,0.12353519692369133,-0.013177926952181304,-0.0038058038408179625,0.19367252301060311,-0.036547618359327315,0.04014192628917162,0.028123025275442907,-0.015859933947415448,0.0627567391194727,-0.36498303278065886,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0053181834532889495
comm11_5_1,0.17260204536475887,-0.09313342331544212,-0.008508634769317253,0.2540659763902912,-0.08807909153766286,0.0654818205503018,0.03690908646453981,-0.008428626968727817,0.07254505633821953,-0.3677442206090073,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.05114127579932972
comm11_5_2,0.12435510188746059,-0.03989336224313339,-0.004625961542048536,0.20898512878819658,-0.05315674822898988,0.07779376091880963,0.028284603264992648,-0.01098002386846296,0.07103089154859925,-0.3805431474680486,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.02446646428818786
comm11_5_3,0.15969076959537745,-0.05838012834848917,-0.01233063582209465,0.2166489580666404,-0.09715928181398495,0.05693815058340196,0.04187748793998491,-0.005174309984254444,0.06695050162506169,-0.3405191769572378,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.039343210450552515
comm11_5_4,0.12075782588602087,-0.05305924378214002,-0.011336855817100278,0.2883763533753707,-0.07650106289747939,0.034933331410765,0.049988448238000284,0.0014552035713163358,0.06391190506801335,-0.39541455181801444,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.02826352230444504
comm11_6_1,0.3545564363670089,-0.04652692774958588,0.014914588754915662,0.4325121666628706,-0.11856681997482872,0.14505888497983307,0.09842967717543892,0.11026687995409191,0.11984701416090777,0.10348388191474518,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.16172687662413934
comm11_6_2,0.4134242475935783,-0.11388978234735195,0.050598427492558315,0.5603288642920391,-0.1322011284797412,0.19280812934567415,0.12530825559171324,0.14796575675394547,0.14030733525955483,0.2867894180459172,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.20214567479932488
comm11_6_3,0.44711166490193294,-0.12869542483361843,0.08618543572845346,0.48769269504098467,-0.10231756113145662,0.16465166874837295,0.12585137463944113,0.13110733039231728,0.12903711295079284,0.3143018794849355,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.19208393008372077
comm11_6_4,0.47056275697384503,-0.09636775972848029,0.06307431147474309,0.5404935297604814,-0.10265759864538583,0.13290857047773894,0.09711628690564435,0.0938041021504804,0.1403502208528959,0.3122848222846084,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.19174196501252805
comm11_7_1,0.6486388646260552,-0.4469963572259345,0.09973282011023361,0.6114957214900009,-0.33947811629987606,0.22266305218288754,0.13391104708385201,0.10980065073089106,0.15822781834224967,0.3483283895128609,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4761566893788473
comm11_7_2,0.5216716356089581,-0.40131286238401137,0.09462990345190399,0.6340796659996167,-0.15029921708790503,0.21732742502030147,0.16808249314842016,0.02435716094044239,0.1375752702772455,0.2808691586181522,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.48226683949395216
comm11_7_3,0.5815699871921021,-0.5193325034188835,0.11887422393845477,0.4719083015001176,-0.17243759495692088,0.25894334017542064,0.15836090643525774,0.12146713125316995,0.1614632784923457,0.3498853962046458,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4811025384560845
comm11_7_4,0.5781186161623537,-0.5007209423803926,0.1304241841326913,0.5709585909071663,-0.2066072565219973,0.18041603986173865,0.17608809418692858,0.0658458450432543,0.16761562894543872,0.3685636664785283,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4811025384560845
comm11_8_1,0.44203280174740306,-0.4495215189286871,0.0732252722784229,0.5368268280816468,-0.17650544008442567,0.1744834293979828,0.18142360070355884,-0.05190817865624053,0.1479988708472608,0.22079183812617595,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6161936979692529
comm11_8_2,0.41194811100261697,-0.4869783131762043,0.059100800498348226,0.47937808469302295,-0.16704860287880444,0.1872390129174228,0.2897228812438476,-0.06018645041865176,0.1452714025103689,0.15863885932480515,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6417698578516113
comm11_8_3,0.4614258715587303,-0.5345966412127019,0.0951852100767681,0.5044113108657463,-0.19860687817689834,0.2287148687717221,0.20567911652200238,-0.07515521862625105,0.13891093724488243,0.18376020738814508,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6440713470669853
comm11_8_4,0.5231228229180788,-0.5410034416008579,0.098950190493918,0.5231734486300822,-0.19266392054279216,0.19454478774786643,0.22044024644257582,-0.08572743255645034,0.13412925591530356,0.14912647354295078,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6395779816459941
comm11_9_1,0.4474672343436142,-0.4953636422951746,0.0866670753940454,0.450957195967355,-0.17899007899646205,0.1962106679784864,0.16678094098060997,-0.08067893620823387,0.12697504498428946,0.017291637804845106,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7292859280132171
comm11_9_2,0.4506544741931493,-0.47440980318407316,0.07828664463904243,0.48323609169815535,-0.20779439997899796,0.16574545227882007,0.1289461448355375,-0.08201161890736092,0.11244724398235913,0.04394655612580802,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7412574926289346
comm11_9_3,0.37049468120479057,-0.46088798028173966,0.0673630594741553,0.4853134372056988,-0.20861025389081422,0.15451292343802103,0.14452818958291214,-0.055896919892452955,0.11826942458384383,0.06717478142889298,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.747526246417331
comm11_9_4,0.36161276749821136,-0.42493278687252944,0.06308791606241596,0.4567800417995972,-0.15008677289011366,0.16765632192806706,0.16406868977350708,-0.07456953089076865,0.10400190572618791,0.03256245039808363,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7409024335149471
