Experiments,CC_OD<--AC_OD,CC_OD<--BA_OD,CC_OD<--BC_OD,CC_OD<--BL_OD,CC_OD<--BT_OD,CC_OD<--BV_OD,CC_OD<--CC_OD,CC_OD<--DF_OD,CC_OD<--parc+_OD,CC_OD<--pH,AC_OD,BA_OD,BC_OD,BL_OD,BT_OD,BV_OD,CC_OD,DF_OD,wt_OD,delarc_OD,parc-_OD,parc+_OD,pH
BV_pH7_0,-0.019992175710073713,0.007798877779758819,0.01021107696401684,-0.009789034147625383,0.015296851119188515,0.004969743480500972,-0.14593763624009187,0.01949628921023205,0.01374773409582027,0.04106920561064844,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761566893788473
BV_pH7_1,-0.029134481280444827,0.008133241394534703,0.008888344320610326,-0.011011375456582755,0.022486889912675986,0.004592561993302535,-0.16283674548704016,0.034320005809422585,0.01762693388529284,0.04380555709651874,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683949395216
BV_pH7_2,-0.026582888262143924,0.0026748947393270633,0.011108423475753108,-0.007094080769608768,0.01639646738970085,0.0052555423618658725,-0.15034718517740459,0.019412428484116073,0.012912235688418152,0.05313509432467349,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811025384560845
BV_pH8_0,-0.0333054358890766,0.008482378697346731,0.009876902218219703,-0.009090482522935973,0.017561605773845933,0.0020344035827514276,-0.10729857537136213,0.018991351823281984,0.015109123598946174,0.014509660591897757,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
BV_pH8_1,-0.04489906450490588,0.013368372331504993,0.009232537941551645,-0.010088122847297674,0.01895429820697957,0.0036250093131852523,-0.11371774790444125,0.025063863409500894,0.015798673530858332,0.019533113103724364,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
BV_pH8_2,-0.03219140693226465,0.0070946754566798735,0.010950924169029232,-0.006641755714486149,0.020165208567278048,0.0023318503428574494,-0.12268706973328294,0.026943004360959023,0.012148238258314846,0.018757263827036415,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
BV_pH9_0,-0.027909396528873746,0.0020430230192394687,0.012484450524915815,-0.008996555548586438,0.0119426835438682,0.0030367259816873977,-0.10318997959839177,0.028968227031114308,0.012889772677166468,0.005601984508558296,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
BV_pH9_1,-0.03433796312528378,0.008051643476355822,0.005175506699445617,-0.009648497347699722,0.014229699087572161,0.002556204008667365,-0.09125616229564437,0.026646766632430905,0.009475286552257349,0.005978448407056376,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
BV_pH9_2,-0.02382467056735945,0.007874713158741107,0.0062705779443090045,-0.00894769903803852,0.0148432366254375,0.001512144704997215,-0.09506243664973779,0.026794453602810592,0.008623855225488785,-0.0012132427798908045,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
CC_pH4_0,-0.0255240473612819,-0.015996425638491612,0.008537648440966304,-0.00897108257444495,0.015553354146060249,-0.003940300930483752,0.09964853263672682,0.026144858674885224,0.027407892635851368,-0.18598949786984234,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0032572508755295392
CC_pH4_1,-0.02699858988574503,-0.009361281173465692,0.012024871528796525,-0.006151160771715576,0.012654909941813224,-0.005562978287267944,0.10029407770929696,0.0219593787848261,0.01916558718015238,-0.18115388286674555,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.004437627208196163
CC_pH4_2,-0.03596424057097781,-0.00984563254118573,0.011786333645805313,-0.008296336804101568,0.015385578001505166,-0.004932632771644579,0.10079199755483348,0.02356898258754012,0.023963868406591128,-0.17958698534842005,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0011803763326671925
CC_pH5_0,-0.04110980184222368,-0.04667394785686274,0.019562743659100868,-0.020368433264236006,0.022511672347368995,0.0024117622635347518,0.12504207518528745,0.032218719688750314,0.029791263901507083,-0.13271130548456034,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.08114687964645667
CC_pH5_1,-0.03129892939377736,-0.05474894801863346,0.029138564260109613,-0.01755649761124716,0.033674229392376936,0.008678346467862391,0.158015658724142,0.03835450850229752,0.03055097026355644,-0.08058400554865922,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.11230826956373989
CC_pH5_2,-0.03486505748612968,-0.04982736995043842,0.022857493565863245,-0.021494128111466445,0.02836051743376351,0.013025329429200727,0.13647734805911216,0.036222917012485645,0.02626304426736644,-0.10979358368877155,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.09911694942295314
CC_pH6_0,-0.03829123490601373,0.04580142432919946,0.035030912369003755,-0.03187538804354792,0.05410823682459761,0.017600036808694514,0.40257278616438896,0.06652528164867798,0.056599980592525204,0.2998657289148388,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2884225051673924
CC_pH6_1,-0.03143704702976444,0.015884102655615184,0.03978207853217812,-0.02624725065922931,0.05774155920806705,0.01100250015814748,0.3898801681034914,0.07946990943589737,0.05888751957514931,0.3135862452153663,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29127362738877827
CC_pH6_2,-0.03990633456188295,0.043552880790388306,0.036639677615755276,-0.02927970795831442,0.05635927133434251,0.015151118816473809,0.3931926595886319,0.07363642142994493,0.057347106290829335,0.30281275035094707,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2957269459022493
CC_pH7_0,-0.1154508534365374,0.04823055065343279,0.018566084108669712,-0.057581654449864086,0.058692399737647845,-0.025415673682000484,0.2502059221953032,0.07131358342184482,0.04665000992665148,0.0870111511135474,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5922068579302491
CC_pH7_1,-0.13800490318595066,0.04058540187411659,0.015406161734186439,-0.05256973109025833,0.06247191526739779,-0.026202729177944698,0.28093635862409744,0.08415677611903369,0.05691331969047694,0.1371974844285085,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5480973412378645
CC_pH7_2,-0.12449167031815032,0.05929278495979655,0.01788866870743019,-0.059859344945289175,0.05816500700959611,-0.028687294545765657,0.27555099653495146,0.08240014630511565,0.053283968799261644,0.12946067050367632,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5469120935714209
CC_pH8_0,-0.1677230566346249,0.02789150022597902,0.01974624507675838,-0.05390690040496258,0.04221568188478198,-0.015254402082089497,0.14212448455879226,0.05148028060257354,0.02923094297592204,-0.08044801197784102,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8455353071301549
CC_pH8_1,-0.1473288852651604,0.02632755637705407,0.019586022693420878,-0.0482145536854944,0.034929689426764686,-0.016621630858559083,0.14213728935417275,0.0618797163191535,0.03116464353343674,-0.09916592296395126,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8378107178569503
CC_pH8_2,-0.14091360314718812,0.018805386048701144,0.023337249742496922,-0.05395733810151402,0.0356070772094814,-0.013138481806963686,0.14021154072864556,0.042490686452036505,0.034639421615182714,-0.09015724825774037,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8442380625189879
CC_pH9_0,-0.12285922821479561,0.015352795573619557,0.011637359945832385,-0.03675435297423973,0.03178430178000228,-0.006998756978883525,0.12007327988764029,0.04436129956273362,0.02610838409320897,-0.145834150434998,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.003926186226973
CC_pH9_1,-0.12497471105752755,0.02059204312355217,0.014122446072136016,-0.04373935744338467,0.03768649597358687,-0.0038457029622108872,0.11848919205711751,0.05643603736818161,0.019886510562070685,-0.15778202169473565,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9964236708955914
CC_pH9_2,-0.13396788824339526,0.018965569293207453,0.01206653217876168,-0.04150299733616007,0.035814996860192516,-0.0032417947338367597,0.11193779156847007,0.03969506008641633,0.025228394442744065,-0.1281247319564547,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9996501428774356
DF_pH4_0,-0.008843602326435404,-0.005923638890963047,0.009784609215617503,-0.005151609003584346,0.00564929491992149,-0.0004251089068534583,-0.027339009965223305,-0.009113137403746016,0.0042035062524044655,-0.025970369837773233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
DF_pH4_1,-0.006454253871722714,-0.005458371047052028,0.008518486629726122,-0.00393541921193347,0.00817449428556163,-0.00025078308555985936,-0.03586239461483353,-0.01032822239091215,0.004094107045245397,-0.02162670905428493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0004845233155374915
DF_pH4_2,-0.0040229595130633405,-0.009723116874634086,0.00579752918737738,-0.0003652347544329644,0.003965545864472084,0.0012781649676111082,-0.031520541308083294,-0.007290509922996812,0.0031735978445605086,-0.02442154096692558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.001874459798070219
DF_pH5_0,-0.010354242521722842,-0.007595992258587934,0.010683223300856415,-0.004166206038233054,0.005543352621506252,0.0013851062286361728,-0.029873964876422427,-0.010765275065989599,0.005815435875328662,-0.023800502485575404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.05114127579932972
DF_pH5_1,-0.006085200834229751,-0.0039078672317302094,0.007727147230534287,-0.0037972371008895027,0.004127676878731859,-0.0007483841342163145,-0.034061776789249446,-0.006155545366523059,0.006177212523863368,-0.02640509109863121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.02446646428818786
DF_pH5_2,-0.011641025063784225,-0.005320050266125928,0.008005044544925505,-0.006248916657641529,0.005489437624346465,0.0023693957256720128,-0.03115614053418698,-0.009245107337508515,0.006880172829690349,-0.022261876836317866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.039343210450552515
DF_pH6_0,-0.015221115257084855,-0.0014646771518797006,0.010552953035145507,-0.00957083629616334,0.008807719083826826,0.0004607869309130255,-0.06290185848018155,-0.015509350695849763,0.00824152311472141,0.013475789829035818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.16172687662413934
DF_pH6_1,-0.009844480830285215,0.00047748540386395604,0.005779504571818624,-0.006835785977967569,0.005359540402221129,0.0008926750870381038,-0.07913687095329487,-0.01624863313591999,0.00663645992855258,0.029791037663918635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.20214567479932488
DF_pH6_2,-0.012247261909221341,-0.015212218800721607,0.007286346841846468,-0.0013485072143173413,0.006460599532330651,0.0017676872357159212,-0.06818927146079343,-0.016552074762952066,0.008041561298558247,0.026864071399499864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.19208393008372077
DF_pH7_0,-0.019700137610122074,0.00868059473871456,0.007867626413986412,-0.011161044230988331,0.00740374219128052,-0.0010813093957815158,-0.06173281666255839,-0.01922101536198803,0.007011714178420928,0.018803580862206768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4761566893788473
DF_pH7_1,-0.014638653009846483,0.005927766164785008,0.007055975358690255,-0.0031038501493268343,0.007350899027964181,0.001068715102383462,-0.08001019763578056,-0.019045968805642233,0.00759397995688588,0.024672268985102518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.48226683949395216
DF_pH7_2,-0.022024284650308444,0.003259944012793509,0.005269905850392482,-0.009375513546857171,0.00559601012819811,-0.0018716522611920592,-0.05670537380471259,-0.01907932076279236,0.007409747748473738,0.024391471352326964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4811025384560845
DF_pH8_0,-0.020442623432077787,0.005669657931683341,0.007719056441387889,-0.008787131139542907,0.0072972066635670855,-0.001002604221803663,-0.0536223878902788,-0.016649578243656003,0.007740667716640492,0.008948668334025727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6161936979692529
DF_pH8_1,-0.018757654897990108,0.007009199011220557,0.009343228199134539,-0.009567596281514221,0.006803921062964945,-0.007414399264076645,-0.048203796974545264,-0.015321050823220743,0.007415155061804083,0.005563927066168221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6417698578516113
DF_pH8_2,-0.01661334895022699,0.013932040132399971,0.008325849029579726,-0.013096422086490075,0.005399571795765633,-0.00437870293693698,-0.049927387991616425,-0.014930615898869607,0.007405961686340365,0.00075398737999975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6440713470669853
DF_pH9_0,-0.018067710323704644,0.005914900700622441,0.00841545210543858,-0.009766819309544466,0.0038905131755113277,-0.002917765094088795,-0.030838318991818995,-0.012264815028756858,0.00401506461304329,-0.011509569742635863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7292859280132171
DF_pH9_1,-0.020320012301874715,0.007892615113042943,0.007115419130853336,-0.010506408015549508,0.005560087719223583,0.00026905614680246325,-0.04230512068455067,-0.012322378462261481,0.005214683591975303,-0.003727007863597702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7412574926289346
DF_pH9_2,-0.014590328443673965,0.003982008110893809,0.0074495591437849,-0.008337111216666096,0.007169435971679732,-0.00413853570839147,-0.0449783488618129,-0.012636321362755868,0.008657198995149327,-0.005706624468262105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.747526246417331
comm11_4_1,0.02873496896688543,0.03953732394476663,-0.033347412563415016,-0.0037712859146742396,-0.027555018321246554,0.002541592517442516,0.13108327500177958,-0.07930072765908727,0.013290062338397236,-0.1343418461509028,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
comm11_4_2,0.07043665020311575,0.020773058148941186,-0.018711968010908967,-0.004750337594836626,-0.030110070779666546,0.0102009875555624,0.10573294546647485,-0.06033835802262691,0.011898646769923686,-0.1682606215744137,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0004845233155374915
comm11_4_3,0.05288427881172697,0.013927143353958733,-0.029866725027652287,-0.009147296279476469,-0.034402463512707745,0.0021561763226054602,0.11746633442837506,-0.04951952570016781,0.00844138032088623,-0.13506837049200524,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.001874459798070219
comm11_4_4,0.05715773462646882,0.008584836253582542,-0.03228905951573878,0.000523008444376859,-0.03675429184870471,0.0034370666204789732,0.11874900315908477,-0.07005744093330572,0.011291947507846128,-0.12377187192819653,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0053181834532889495
comm11_5_1,0.05688074045359036,0.023029910860755284,-0.04166467064450008,0.012088211078611813,-0.03931198323995848,-0.003882507597470818,0.12601303568990574,-0.0941048746708396,0.015608995936041621,-0.09850548741665832,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.05114127579932972
comm11_5_2,0.03556662951449297,0.024325821777329906,-0.059388430303155,-0.00493572496135881,-0.022322621363184775,-0.005225611023513761,0.1382982408512971,-0.05271580436175851,0.012130833510967456,-0.12886240148117115,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.02446646428818786
comm11_5_3,0.05984317453598361,0.04587262734173514,-0.05317499597653057,-0.0032802982000208884,-0.03539567168371791,-0.0009701602328973639,0.12531790927482733,-0.09330552338693371,0.010824078965891637,-0.11425063205194538,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.039343210450552515
comm11_5_4,0.05048845641345352,0.03383510600132665,-0.04892572279827184,-0.000981476758505501,-0.02285580636017308,-0.0025896523457081284,0.11377967620759434,-0.06891574113882834,0.010925990026292354,-0.13682567171028653,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.02826352230444504
comm11_6_1,0.06972237879820369,0.08757846536636152,-0.07632962794630264,0.05474352288039647,-0.05043589296335679,-0.0439223339332713,0.20783134747099166,-0.09007788072724866,0.024550534276413197,0.005507641552046508,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.16172687662413934
comm11_6_2,0.0985617064907843,0.06118711406182822,-0.049285297397341894,0.08088815256244626,-0.054699350643204525,-0.01765838099684081,0.21670308078092565,-0.10115694857141729,0.03379268970674553,0.08041406977243479,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.20214567479932488
comm11_6_3,0.10569167282958716,0.05649737642070724,-0.06134873790575354,0.0651739596379111,-0.04685416209698734,0.006774560233335129,0.19557279100322736,-0.09382993515398674,0.029839293797267602,0.08751897221269166,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.19208393008372077
comm11_6_4,0.09442900973822639,0.07911019195240679,-0.05908794155830274,0.051430022439757424,-0.05400958194903547,-0.0031083498125308697,0.19997504030232846,-0.07981176285548944,0.031259771927016906,0.08431905855176686,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.19174196501252805
comm11_7_1,0.1671187990062121,-0.003280883426069408,-0.053521819738063796,0.06046822909422664,-0.08104556689352688,0.0026086839518266844,0.25209673622390255,-0.19496414893489017,0.028725317532965994,0.097502225490044,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4761566893788473
comm11_7_2,0.15884349706086695,-0.04209781732875855,-0.0440413661040973,0.06756625876807525,-0.08742912974512286,-0.003428303292982851,0.2405405127671143,-0.1669335245981346,0.03139327140656585,0.11886042616891919,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.48226683949395216
comm11_7_3,0.15396136179439845,-0.02397471850054621,-0.05834146599189136,0.05258971629016425,-0.09390682638906266,0.015349365739485891,0.22906900576467662,-0.17778757576395385,0.033918311873238294,0.14286740789427824,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4811025384560845
comm11_7_4,0.1365061930344319,-0.003950944393771988,-0.05127600878213896,0.07001741441842371,-0.07378187131237887,0.00014998875436899396,0.23528910749116108,-0.17757496843387824,0.02640610686888028,0.11195956506568976,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4811025384560845
comm11_8_1,0.1452302694001296,-0.04825253487767085,-0.045229148964357126,0.0828531171181543,-0.08037964566312122,0.0012949532624232961,0.21426812131033765,-0.17128752969261063,0.02995828999935286,0.09065519262631626,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6161936979692529
comm11_8_2,0.1584236781782997,-0.042273998285248957,-0.04487983463539579,0.08588358684351832,-0.08594977642763814,0.009378264654407527,0.20807417031873585,-0.1866881087006819,0.030917303656561954,0.07588206846671908,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6417698578516113
comm11_8_3,0.1653287174242913,-0.0788289118266624,-0.04267249546195988,0.08445815678215184,-0.0651468074991388,0.022020715778976997,0.2209273771233047,-0.1839153889855673,0.032071034191581235,0.05359387238626368,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6440713470669853
comm11_8_4,0.14013442630257011,-0.05487778462484761,-0.03491766341637982,0.07942012961346494,-0.10818035651990417,0.011363614576554899,0.25359151367715604,-0.1873288178206523,0.03545493304081586,0.07499335270952029,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6395779816459941
comm11_9_1,0.14197196446804577,-0.09448379479171506,-0.03107368561839078,0.053881228582113576,-0.062053844823613376,0.04001117355554651,0.2087398797584921,-0.12674402063808646,0.025363722620126997,0.01776021138926887,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7292859280132171
comm11_9_2,0.12050966325165385,-0.08723204194132804,-0.03670568491231002,0.05995659123534216,-0.07657284586457537,0.017561365055456836,0.21195602963202761,-0.13690170410909164,0.02466191990199782,0.07129819968421743,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7412574926289346
comm11_9_3,0.14762262586342256,-0.07182747997804141,-0.037596034435454104,0.050122954696771145,-0.09525180937028896,0.03933012136511262,0.19570480909613577,-0.14491190645646346,0.03211533083246374,0.047813222364563,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.747526246417331
comm11_9_4,0.1509088390451633,-0.0488431351886475,-0.026893845194211712,0.04810294050085561,-0.08988939296692086,0.023039955773654027,0.189172484602769,-0.14228987063220502,0.024586614058656694,0.04078043017399739,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7409024335149471
