Experiments,BV_OD<--AC_OD,BV_OD<--BA_OD,BV_OD<--BC_OD,BV_OD<--BL_OD,BV_OD<--BT_OD,BV_OD<--BV_OD,BV_OD<--CC_OD,BV_OD<--DF_OD,BV_OD<--parc-_OD,BV_OD<--pH,AC_OD,BA_OD,BC_OD,BL_OD,BT_OD,BV_OD,CC_OD,DF_OD,wt_OD,delarc_OD,parc-_OD,parc+_OD,pH
BA_pH8_2,-0.030020439399244345,-0.014408077208892162,-0.006362091065991831,-0.01061200578737518,-0.0007331226365235843,-0.035083607499609176,-0.002992737629734303,0.02350902237443497,0.0033549255756256374,0.012139236286444506,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64407134594908
BA_pH9_0,-0.0282510274430008,-0.008656408605368244,-0.01610539198164707,-0.005743950266067099,0.003583061610874922,-0.038868170392740035,-0.004135551867277726,0.03380991494040126,0.0018884059118673847,0.001270220758717345,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859295671521
BA_pH9_1,-0.017086222767020046,-0.009618231783742494,-0.013225681178028817,-0.010473972276339066,0.002830283681092702,-0.042321355424254484,-0.009381120945124524,0.040508353425918714,0.0028387396406058386,-0.0052796893639732966,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.741257491587475
BA_pH9_2,-0.02442314696943631,-0.007694585426993994,-0.009520402530046263,-0.008889268073860718,-0.0006024241076944319,-0.033572454264023055,-0.0037446562808168965,0.02702030042429333,0.004959805209351622,-0.004742064971638763,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74752624576109
BC_pH4_0,-0.012585161697200462,-0.010410131799543034,-0.0007540079918892482,-0.0036203465517610314,0.0024926594810803296,-0.028841922326499358,-0.0014577313585449822,0.020577309764516744,0.0015264407201143687,-0.028136005022198617,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
BC_pH4_1,-0.012854466246360021,-0.013619960393432691,-0.0007540079918892491,-0.002993551815819481,0.0003440675524103898,-0.02311014606981822,-0.0004130694217494007,0.01684510144000144,0.0007023923301502408,-0.025355256230205955,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004845233155374915
BC_pH4_2,-0.014597209664466591,-0.006894482749149849,-0.0007121186590065123,-0.006853644029520779,-0.0001443599192830545,-0.028667378383486163,-0.0016548667309562797,0.02179361400720866,0.0032573553389343237,-0.02673580606670483,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001874459798070219
BC_pH5_0,-0.010215964737631703,-0.0169072026350414,-0.0007826608387024498,-0.0026278503858686796,-0.0022385477910385194,-0.03188259402735402,0.00038839786880366195,0.027908448799229837,-0.0028343266443065984,-0.02201659679655795,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05114127579932972
BC_pH5_1,-0.01464750116893455,-0.00863913694072677,-0.0006283399932410412,-0.0031136026711243653,-0.0011962722662998283,-0.03420690921864108,-0.0022229359930624145,0.026925614658419205,0.0018159017262413442,-0.025295714933992085,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02446646428818786
BC_pH5_2,-0.01180868669251061,-0.01613550830429987,-0.0014615756095103592,-0.002749546064549815,-0.0028704846812331163,-0.03543086655194993,0.00015558715059381457,0.03309457322785063,-0.0033702282579210797,-0.020632160964381432,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039343210450552515
BC_pH6_0,-0.013639693969617717,-0.011811502779145604,-0.00633202668765317,-0.008786522993493988,0.0068957716392596125,-0.053729860299145414,-0.000501340821223414,0.03255036870301094,0.001351450290935842,-0.007205539879429599,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687662413934
BC_pH6_1,-0.011429648585212617,-0.012702609069807375,-0.007228205132743588,-0.01215114895618804,0.0022510623101792897,-0.07587877841382898,-0.0017437687435227886,0.03816018572806016,0.0020980722080592234,0.017415941939486753,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567479932488
BC_pH6_2,-0.005502013285117952,-0.017619101272733962,-0.0053573435723133726,-0.003668723177245778,-0.00045732922204162844,-0.06598610887425425,-0.0008249979348772247,0.03027529931627214,0.0007070307069174618,0.007224390734311032,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393008372077
BC_pH7_0,-0.010502361982412962,-0.019684247313391256,0.00034994449466466923,-0.00979847883724648,0.001942015522281114,-0.10050565776901074,-0.0018064177526242065,0.05812389277164705,-0.006112012712527877,0.026784426843666515,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761566893788473
BC_pH7_1,-0.023918772101726216,-0.006828425664697652,0.0001982270213572862,-0.00770439471806521,0.005555690067374835,-0.09725131246220804,-0.0047472330466236745,0.055309308060728334,-0.0022923980952928905,0.020470414087581247,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683949395216
BC_pH7_2,-0.017269703508557187,-0.00587972556281349,-0.00018641222268342983,-0.01070104364629673,-0.006392652475801501,-0.0893923073100007,-0.001007783290241724,0.04434311965156507,-0.0010601754466314684,0.02633778709756292,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811025384560845
BC_pH8_0,-0.021364188525501804,-0.007636435865627034,-0.0003854797294606339,-0.012928914894228398,0.003818383598700165,-0.07746262590562844,-0.003227401507370497,0.037233090240751276,0.003613074219016277,0.01713160178502617,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
BC_pH8_1,-0.030186385908771474,-0.010352613146457334,-5.8834155940491707e-05,-0.005221243855421958,0.00038773169498080586,-0.08298068118160183,-0.0031712859496474265,0.052402500355130305,-0.003119656969590681,0.021091572495744282,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
BC_pH8_2,-0.017189921046323747,-0.007536155015797071,-0.00019377416566662226,-0.009181893995112699,-1.90137845018683e-06,-0.09520265909519206,-0.006172601023850881,0.053575694250023884,0.0018520755158818272,0.01884223931833454,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
BC_pH9_0,-0.03039479888732666,-0.0073080677656537805,0.0038090934183286585,-0.016572192706896558,-0.00012102327714471727,-0.06452674812596779,-0.004897947775038042,0.05049012024522474,0.0022663766704499725,0.0060462907952782904,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
BC_pH9_1,-0.02897397691707896,0.002029731056612471,0.003430556305076764,-0.013284105677967487,0.0004067440249997638,-0.06625135859029126,-0.00764581052667421,0.0466082438259669,-0.0026500896781521,0.005121169385864683,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
BC_pH9_2,-0.023404127173530666,-0.007115276689114778,-0.0007540079141440597,-0.012565493230586467,-0.0035335150713343972,-0.04635913531417432,0.0036788080758212685,0.04034871059915294,-0.0026611014265243136,-0.008843758452845657,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
BL_pH4_0,-0.014981722630681872,-0.006377960594937855,-0.01320248385729349,0.009082905664716078,-0.0003017821393745109,-0.03168301983999656,-0.0009768745813356784,0.02412013121232715,0.0007816790315606024,-0.027669769780629353,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
BL_pH4_1,-0.011403165693880753,-0.007399244058634276,-0.012785897619779347,0.00909244849791993,0.0004607366424296856,-0.030802124719864335,0.0008753470703959464,0.020881268636364005,0.00010327487819544624,-0.03023154062401179,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004845233155374915
BL_pH4_2,-0.007205686005156325,-0.009260663801561231,-0.009212958556397454,0.007906759745724823,0.0008422008581945421,-0.0434206087767835,0.0004342421909551256,0.026421554969907134,0.001556247914128977,-0.029269985529877574,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001874459798070219
BL_pH5_0,-0.008492471717055078,-0.00983766973140123,-0.012769304179464994,0.009091678663440371,0.0009442202437102146,-0.03756574830647721,0.0001293537976301237,0.026279752339519884,-0.0016538778538613224,-0.027334830246906243,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05114127579932972
BL_pH5_1,-0.014184245378912788,-0.007255335782816554,-0.008243927543820894,0.007999399114886055,-0.003160496192943792,-0.02970794579419105,0.0005574672077984916,0.024402713097996364,0.0009827571674047605,-0.03259928314865607,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02446646428818786
BL_pH5_2,-0.011323515605383916,-0.01513753982463285,-0.00959819110495079,0.009266073640597899,-0.0020538119319826378,-0.03212514025746318,0.0010416868729921788,0.026863816726304918,0.0034714787368379223,-0.031613754878104056,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039343210450552515
BL_pH6_0,-0.009881529067035603,-0.0066336813208687576,-0.007390631343157072,0.013060777469173718,0.0022839079951138598,-0.08756832475409562,0.0006467993812554555,0.024339282198849576,0.0003205881373065983,0.009613914079356774,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687662413934
BL_pH6_1,-0.003541092877276241,-0.009250479659632499,-0.0127246980563454,0.012583488870574078,0.003231208021550073,-0.10748047041058864,0.000897882753456741,0.03763546440709868,-0.0004311436001697322,0.017870943748351673,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567479932488
BL_pH6_2,-0.000738005856375979,-0.01779972444389663,-0.006450268559400803,0.011012040457647778,-0.003519040230742617,-0.10185400860667553,0.003920063015640431,0.03768188808113337,0.0002595617124081942,0.016278597611083613,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393008372077
BL_pH7_0,-0.009987067061921828,-0.009309783724906002,-0.003835269641536087,0.014904910453959652,0.0012721342184459387,-0.11466535725165154,0.00046364840079584805,0.03502462460274768,0.0019614986131858566,0.022961764400015062,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761566893788473
BL_pH7_1,-0.020354511352741852,-0.028870953709373016,-0.01050033946177396,0.01561832441421954,0.0013179644023108737,-0.10141728919606816,-0.0003208298122753275,0.05033696773340522,0.0014912659464323015,0.031490504044998924,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683949395216
BL_pH7_2,-0.020996294601051055,-0.01601765232666841,-0.017200968553028682,0.014737649064349087,-0.000745801569327064,-0.08035687024684866,0.0007914374359761893,0.04178460070255981,-0.002900072000920773,0.01969507460522911,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811025384560845
BL_pH8_0,-0.026986835942320205,-0.013177303304571819,-0.004076999523069546,0.015269705964171364,0.006693640982975127,-0.11753033813797749,0.0005448696940489443,0.041644301167891716,0.0027335232767559917,0.033676539014255547,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
BL_pH8_1,-0.010251738090958933,-0.005284799454207329,-0.00941889808918147,0.016243538937490917,0.010247613459258622,-0.11374518114162367,-0.0019709591543220946,0.033575374289496765,-0.0005252132026235703,0.019921365745730047,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
BL_pH8_2,-0.019266378240578846,0.006154337684097499,-0.011194246837707318,0.01656590609932723,0.0013436594050701537,-0.12032364580334849,0.002821826826700049,0.0474658401504807,-0.0014478668432844715,0.01667167085830284,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
BL_pH9_0,-0.0256772163597381,-0.002662177050243253,-0.00642376583069563,0.018561555118016573,0.0069363834708929045,-0.11354961224791148,-0.0033208679015059818,0.05497637096792462,0.0038661368515180475,0.006084296214394269,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
BL_pH9_1,-0.019818634438206965,0.0027313492345907102,-0.021042452706833893,0.02125604476779699,0.007233081735346626,-0.09379684572108088,-0.0020759686655567365,0.04653137271130538,-0.00495916458454145,0.0027323204236429023,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
BL_pH9_2,-0.025398545408742902,0.00016372155843545562,-0.013098046953951859,0.02118816886421131,-0.0008231684306393503,-0.09969511325045936,-0.0029568905699188302,0.055053736593817244,0.0015082700169928684,0.0028489707351621717,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
BT_pH4_0,-0.012408741029667792,-0.004849382428371388,-0.012140738855156563,-0.006370846851850333,-0.006884286241686861,-0.020535977832041686,-0.0008009860810378319,0.017240774872631804,0.0012191330378308234,-0.015677846265025434,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
BT_pH4_1,-0.016344773713499308,-0.007600729152479247,-0.00730940666049719,-0.005586185262174061,-0.006884286267601925,-0.02805271013720851,0.00048308429956112243,0.031256970361523015,0.001368539585205522,-0.022539399722995967,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004845233155374915
BT_pH4_2,-0.010803498933901605,-0.006519520813194306,-0.00808477026005478,-0.0034680680833433,-0.005900816723056461,-0.028821507865239095,-0.001358530714945949,0.023407366193588013,-0.002288047860012107,-0.017371501597049442,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001874459798070219
BT_pH5_0,-0.011595418552422654,-0.012996025470125936,-0.011766488502490456,-0.006090113087354795,-0.00608440290974534,-0.024593494208529586,-0.002222512111310726,0.03142430658533197,-0.0002550779752757243,-0.01702967050627036,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05114127579932972
BT_pH5_1,-0.010352507709808972,-0.009612905327230695,-0.009269299382424873,-0.005110629022364385,-0.0073760209750869995,-0.018414471815947603,-0.0014215154852718112,0.02208114370865667,-0.0024124705439190503,-0.019320220892601044,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02446646428818786
BT_pH5_2,-0.01618121554589142,-0.007748396007506097,-0.007728593306939889,-0.007145651457831264,-0.007376020845511686,-0.020412206564746477,-0.002450744755890059,0.02325370766870354,0.0046205735384770045,-0.02004035012513075,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039343210450552515
BT_pH6_0,-0.011072554604312328,-0.009112353670694257,-0.012481631817417625,-0.0036934656917077045,-0.01621482245300127,-0.03152485189696207,-0.0013315869734177117,0.023365397168039946,-0.00046722202885734066,0.001324194133605645,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687662413934
BT_pH6_1,-0.012455880752481194,-0.009867949622237816,-0.008421990839440537,-0.004136765037622789,-0.017757933917252913,-0.04193789089179558,0.0008665295755085734,0.01910036978230852,-0.0005448840882467186,0.013947498401950887,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567479932488
BT_pH6_2,-0.009840136407672067,-0.01099880726643555,-0.010409321007116333,-0.010829233865699044,-0.019093428516517515,-0.04578633389516693,-0.0010189235040351104,0.02767745262740747,0.0007452175110254597,0.018344617216726363,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393008372077
BT_pH7_0,-0.011335745126454405,-0.012342407263248511,-0.013777786914016241,-0.008815332414663358,-0.019078118399433467,-0.03871405088261742,-0.0008130041400537545,0.03212035816081841,-0.0021066765628917077,0.013653866812465306,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761566893788473
BT_pH7_1,-0.02252720460619615,0.0008084925199332456,-0.016096532535536782,-0.011374805734452346,-0.01686058693281982,-0.044633553329774214,-0.007754847232414329,0.032026868433003196,0.002616993220442014,0.022586279560042465,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683949395216
BT_pH7_2,-0.016721752176628163,-0.005997148656245807,-0.015513978167841941,-0.003623130898720222,-0.019664213187668634,-0.04052200928512637,-0.008640774128270216,0.029668540954589852,-0.0026123481697362394,0.02241791531889011,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811025384560845
BT_pH8_0,-0.01601301277987659,-0.007871075615934702,-0.015570968640158363,-0.008385259521234294,-0.014106137908023335,-0.04448270662303042,-0.005663712442974033,0.036897881825899946,0.0003542729600778092,0.01363182145636529,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
BT_pH8_1,-0.014245353032551377,-0.00585335070429289,-0.01609210568925609,-0.009456714995043435,-0.014332000616451963,-0.04421739368011123,-0.005201340878949218,0.036273311816317884,-0.00014841648992960872,0.012064467072081952,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
BT_pH8_2,-0.021500441910618028,-0.0014621542568278064,-0.017038174248502957,-0.006350170141490904,-0.014244495296607849,-0.04349718100391328,-0.004229696307169354,0.03773968567545322,-0.002545598522638498,0.011919328768778104,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
BT_pH9_0,-0.0194931980813651,-0.008506354538966783,-0.01066461562583952,-0.008101711761125403,-0.007867755734402201,-0.03196662812250789,-0.002425443457196588,0.033382672499055445,-0.0012268002440586046,-0.004339061924458845,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
BT_pH9_1,-0.022390549043800844,-0.004625849738798063,-0.013802910926954255,-0.007348404383975203,-0.007867755656657012,-0.0304917164426297,-0.006017911291235815,0.029809508899469737,-0.0012182318791747102,0.0027449226841006606,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
BT_pH9_2,-0.02365945179865736,-0.0008587749695162416,-0.00984617874917129,-0.009983361993470918,-0.00590081680080165,-0.051140399217079184,-0.000223170949713043,0.03959569165381886,0.001659602645136739,-0.0008520372098554732,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
BV_pH4_0,-0.01779887206407021,-0.002868389524924368,-0.008724417566807698,-0.008498551117904159,0.001122680227677134,0.06729620588821887,-0.004135479107094198,0.034359162581031735,0.0010010511403822388,-0.12296228779074936,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
BV_pH4_1,-0.019869769194122887,-0.0007663656489761614,-0.012728631593610928,-0.0037478788346862004,0.0019740245734219965,0.06781028242538806,-0.008725187985186017,0.038827890231395545,0.003107487137388924,-0.12709074789455727,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004845233155374915
BV_pH4_2,-0.02202341872611609,-0.004844525589243227,-0.014306616963737683,-0.010430340170860287,0.00567043957118269,0.06802790359310483,-0.0010829252203035605,0.03784004495944828,0.006280712278397833,-0.1263401704635876,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001874459798070219
BV_pH5_0,-0.028099344869994606,-0.024065709016083382,-0.009170870178217147,-0.007075641332599131,0.004859302952966611,0.05978623269895174,-0.0037548781275425274,0.044028515654170645,0.006353057045084625,-0.13813866780038273,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05114127579932972
BV_pH5_1,-0.022423971067790104,-0.006258124587854939,-0.012324611067205017,-0.006379705097971728,0.003747707383059289,0.07168397518887143,0.0010470581540594917,0.027626905110462202,0.00395576973526698,-0.12188390123090988,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02446646428818786
BV_pH5_2,-0.023764091129212274,-0.01688582443348739,-0.011577030244364362,-0.007768730339189261,0.004071614395260163,0.06662532658235211,-0.00092342200850987,0.04474091741884046,0.005221322399523596,-0.12094898017629492,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039343210450552515
BV_pH6_0,-0.008661584965479762,-0.009850568815296432,0.007023674280828109,-0.020127962955233204,0.038220589804544076,0.19087240324801072,0.004015806318139251,0.07876225954367091,0.019901966164698418,0.06773324561669776,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687662413934
BV_pH6_1,-0.023320525503393426,0.01846427755369602,0.006827336374427312,-0.019764646841415556,0.039886480884464524,0.21990292026053956,0.0028387039824915353,0.08572115180406556,0.028639617090153956,0.15463845312635863,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567479932488
BV_pH6_2,-0.013704101872104012,0.022732975287767854,0.007389069595374166,-0.01681734878954518,0.04668696266679986,0.22845136605608077,0.005340051752636621,0.0706537762871417,0.028730504347983275,0.14038050921026454,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393008372077
