Experiments,parc-_OD<--AC_OD,parc-_OD<--BA_OD,parc-_OD<--BC_OD,parc-_OD<--BL_OD,parc-_OD<--BT_OD,parc-_OD<--BV_OD,parc-_OD<--CC_OD,parc-_OD<--DF_OD,parc-_OD<--parc-_OD,parc-_OD<--pH,AC_OD,BA_OD,BC_OD,BL_OD,BT_OD,BV_OD,CC_OD,DF_OD,wt_OD,delarc_OD,parc-_OD,parc+_OD,pH
BA_pH8_2,0.0039851532746916244,0.006404083400316863,0.003935527827428735,-0.005533050444463025,-0.0005694770699609853,0.0019353750186121967,0.008495990993536037,0.0042771833713935795,-0.1518325141104667,0.02240386539989191,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64407134594908
BA_pH9_0,0.0027543548316411345,0.0070075807558453605,0.00398610164937766,-0.007768130354259326,-0.0007257761514705148,0.003095443164524824,0.007773115367669127,0.005518770042968835,-0.154666547825479,0.02652722607650187,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859295671521
BA_pH9_1,0.0029114080414823864,0.006738296695377514,0.004279358863182691,-0.007137412700964053,-0.0011992239887299754,0.004888598624130954,0.008022674568321392,0.006205960269207541,-0.1561024843480276,0.024894961636999374,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.741257491587475
BA_pH9_2,0.004394651301529098,0.007648093250134717,0.0022523560796094996,-0.005994375335133593,-0.0015673105823604955,0.0029189852754706903,0.005690362860003242,0.006098774172689604,-0.15420755450168383,0.026268155140721276,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74752624576109
BC_pH4_0,0.0007433674387309884,-0.014852720648860155,0.002125330363278804,-0.0027892768868933546,0.000552223013794941,0.0008345995082155498,0.007301320598015319,0.01038698066997787,-0.061505025785578336,-0.0492946608558945,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
BC_pH4_1,0.00014814682547812895,-0.011537984437916593,0.0016336188222403117,-0.0038746021947135083,0.0004766034399685648,0.0026340365377457244,0.006665087413528691,0.008294566377349523,-0.06020500330659358,-0.05073233197159742,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004845233155374915
BC_pH4_2,0.0013954520193131083,-0.014592526927590369,0.0017302416653736778,-0.0014576088442750585,0.0013492673732664283,0.002814940813442934,0.006135890572939229,0.007102540243902932,-0.06272050177921418,-0.04825555747617845,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001874459798070219
BC_pH5_0,0.0013296909557412504,-0.021095829137965393,0.0021252108737826354,-0.0008845972447939526,-0.00026327070820590616,0.004126611755270023,0.007865548222123278,0.008401379287242893,-0.06456896754548602,-0.04353363884855871,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05114127579932972
BC_pH5_1,0.0038633267921598076,-0.015979905933465644,0.0021287107119417727,-0.0016764323526750429,-0.0004275985353666803,0.002463580232275568,0.005291744413907113,0.007541182718199236,-0.059706934733397284,-0.04999553580808898,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02446646428818786
BC_pH5_2,0.0014484076120931182,-0.016617751528063544,0.002177536932994492,-0.0021364731333501944,-0.0007635009782793724,0.0034863460841386205,0.007117229189885699,0.006290222212024355,-0.0645735167760564,-0.04292636216172705,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039343210450552515
BC_pH6_0,0.007567282131184701,-0.021931806823805616,0.003857325731736163,-0.00428946428000927,-0.00025496702560264017,0.00280508752912283,0.009329003387981136,0.008257132255188798,-0.09369001496907162,-0.018147440664470195,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687662413934
BC_pH6_1,0.004672108008323803,-0.021973620165625343,0.00809160440998233,0.0008643258265827006,-7.16872318931233e-05,0.0018236142234957732,0.008256133175252575,0.009223385318789799,-0.10224278092060399,-0.015140945613384247,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567479932488
BC_pH6_2,0.0028238738773633605,-0.016578729617530884,0.010156327641528587,-0.0038662819450964087,-0.00040534808745850613,0.002631270436813001,0.007264540809328141,0.008344488850106366,-0.10159406836994962,-0.015273936394116155,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393008372077
BC_pH7_0,0.005798407391361568,-0.023145138855375676,0.002710385882984037,-0.004966010956660559,-0.001388523884765478,0.00661593705739664,0.008422111817028214,0.008648679991779118,-0.12429458174611561,0.015100870911517867,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761566893788473
BC_pH7_1,0.008993971317034699,-0.021941311118071502,0.0025752141132302916,-0.0032246671179714417,-0.0023603318566861355,0.0035438615213269765,0.009755621074658376,0.010495416194848393,-0.12905686264452726,0.014721226125307704,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683949395216
BC_pH7_2,0.006975804518746295,-0.022609169684836398,0.0025357975454434116,-0.004216887365378764,0.0003822746322206844,0.004178475002231806,0.009626923631066861,0.009430727062989839,-0.12913217683687156,0.016330368611151762,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811025384560845
BC_pH8_0,0.0068857474333566164,-0.023344634632053583,0.002274501262151677,-0.0065378063236889656,-0.0016943278082686914,0.004945903171015821,0.008934471799951535,0.012378605320725756,-0.1305565453871437,0.020216221854738564,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
BC_pH8_1,0.005699594267036604,-0.023226743957594692,0.00212607009417337,-0.005816472535548003,-0.0012518661274858137,0.006536325062422648,0.010801594101864358,0.009117158419736055,-0.13127219684583993,0.020788674382087976,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
BC_pH8_2,0.00837408873859955,-0.022415301853223994,0.002007676984952844,-0.005746705875448557,-0.001127256691131901,0.006902080793743545,0.008269951701488185,0.009166401807704698,-0.1323492442751708,0.02042044558116923,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
BC_pH9_0,0.005946663219643676,-0.019888302670872725,0.0017140920751768604,-0.005916854899538598,-0.001639151467901209,0.003559939415882462,0.010652148121077083,0.009574754587982013,-0.13342364232015358,0.022922490854626113,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
BC_pH9_1,0.004803306943048602,-0.02291957147419453,0.0020623925862752897,-0.004563720655506073,-0.000670739336992087,0.006456816596505433,0.009106674654328307,0.010210728083291779,-0.13412342063758687,0.023139670798150092,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
BC_pH9_2,0.0037859866168835905,-0.01998877596596013,0.0019272396357163134,-0.005595555227735768,-0.0011589847715652488,0.007103166653086307,0.00914065361346888,0.009779098331928254,-0.13444572414878922,0.022955032042835073,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
BL_pH4_0,0.0003802996849560221,-0.015420654119680757,0.00497219897158768,-0.0010130045870723923,-0.00039900344675001875,0.0025888748726119147,0.006262802227359753,0.005191215660585012,-0.05915574595413132,-0.04990484575214594,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
BL_pH4_1,0.0018202131921830399,-0.015043820419713208,0.003071889009164728,-0.0014656830481860927,-0.0003024620781450162,0.0011434752526490578,0.0037898650392889977,0.0075820163766975,-0.06271581274254814,-0.04437754292041062,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004845233155374915
BL_pH4_2,0.0006687994187940726,-0.018142065541899722,0.00683753455300694,-0.0019183801535678933,-0.0006912030036682669,0.0026161802997407687,0.006487321510263111,0.00468500794113978,-0.05685177382729623,-0.05018928353553233,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001874459798070219
BL_pH5_0,0.001135978220111651,-0.020831342290924947,0.0057727164256831855,-0.0020389655896502976,-0.00041184734715067785,0.0029886865640140095,0.00798915459814927,0.0018024000849412851,-0.06135123857013557,-0.04155340443405768,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05114127579932972
BL_pH5_1,0.0015154215968821363,-0.012547503172055535,0.00552581908667217,-0.0013190301702074366,-0.0004924453705873179,0.0017318175376757339,0.006254863570565764,0.0015616200896708867,-0.06251452398364958,-0.04621390173130709,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02446646428818786
BL_pH5_2,0.0030130246832318942,-0.01947897946704989,0.004102294504966425,-0.0015072400139077846,-0.0007366243304441805,-0.0001579365474374398,0.005287970186251663,0.005334710326531661,-0.058843706688317274,-0.043511375251995485,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039343210450552515
BL_pH6_0,0.0054923924253038724,-0.0223171844203835,0.004697141877335051,-0.0019211599668082966,-0.0021010634780901922,0.0009336127923882518,0.007197357849420414,0.005296865308090396,-0.07689521950062204,-0.026880605329314,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687662413934
BL_pH6_1,0.004718981425723304,-0.02082744232338408,0.00215518004382434,-0.002241850858149321,-0.0020108754382185305,0.001758938439838263,0.007230989009789798,0.0035523318272569914,-0.08109199326809334,-0.01974212124943733,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567479932488
BL_pH6_2,0.004309622843790315,-0.020197233942377827,0.004427246676514979,-0.002192045662390147,-0.002258582382422427,5.623973582092854e-07,0.007266751062934813,0.00355258619169826,-0.07945938740411529,-0.021947382327331153,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393008372077
BL_pH7_0,0.004199405832459098,-0.02189211175493572,0.007378632949422237,-0.006260454674129901,-0.0015758193559620706,0.0005051022929989762,0.005828155052402745,0.008239678134736809,-0.11544345899606527,0.012523008180053337,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761566893788473
BL_pH7_1,0.0024461303716120527,-0.021694607669892518,0.00041495557550502927,-0.0059353939200872926,-0.0012634456740773237,0.0060248495954210324,0.006853110932785534,0.007230757045681063,-0.11373769542931218,0.013163476833344801,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683949395216
BL_pH7_2,0.0027510348059560934,-0.021812803340346916,0.004201521522001082,-0.004459963005198084,-0.001422681629495777,-0.0007432436262783809,0.00823214550057183,0.008683043122291567,-0.11351768326824126,0.011590767527889945,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811025384560845
BL_pH8_0,0.0033911494554384916,-0.019160010391927284,0.0004544364806750539,-0.004823191919080587,-0.0005669462437862924,0.005428276360034942,0.006531234700232748,0.004605369752515918,-0.12345404056913178,0.02109585977685841,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
BL_pH8_1,0.004545083416868813,-0.0216968606558183,0.005713878364666648,-0.0032061025840432727,-0.0009854012760131259,0.0037529543025986004,0.009293390557817792,0.003912541331804316,-0.1285034009538915,0.02067605510516012,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
BL_pH8_2,0.002210470452580766,-0.021221983784242816,0.0057589649927356976,-0.0027844245893799725,-0.001219824320920136,0.003165211387626501,0.009375454281335294,0.004613322484428469,-0.12780834513351969,0.02141329183850599,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
BL_pH9_0,0.006285575229836549,-0.021746114695687654,0.003236970809166847,-0.000891012653060581,-0.0006135988624199597,0.004648771637483783,0.008317297462212003,0.0045905423099580015,-0.137706118248727,0.027379824477855277,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
BL_pH9_1,0.004795948631413605,-0.021482384637322115,0.0023303089517614116,8.598293299260482e-05,-0.001610062472198319,0.004112076741521772,0.0074340259688703905,0.007153817884947943,-0.1360460221151943,0.026728445670526953,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
BL_pH9_2,0.0034943639163089826,-0.022620674117427807,0.0024508834986583057,-0.0015906949989173706,-0.0003262315455662162,0.0032941732150704958,0.007627860704517884,0.008730471953749656,-0.13663536773994567,0.029077352722701823,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
BT_pH4_0,-0.0006846644211074571,-0.012818573878511139,0.0028130309024582737,-0.0024231534499837,0.0009722299420315295,0.0037212957571382097,0.007180126675445103,0.007417890557452388,-0.06377923315957836,-0.048896811973789464,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
BT_pH4_1,0.0011597323417663582,-0.020873372886815792,0.003541019144265549,-0.003760314455822757,0.0009711098282233533,0.0026802074374712025,0.006360576821734076,0.004339820221066474,-0.05723753373745992,-0.04367910801068597,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004845233155374915
BT_pH4_2,3.5274806229976192e-06,-0.016087873676872772,0.004644266360479852,-0.001294736324445061,0.0009703681391218455,0.0013412031045426482,0.008004730521984723,0.005227046808146912,-0.06442052404355744,-0.04488587148325599,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001874459798070219
BT_pH5_0,0.0024842952094648193,-0.01871289774451567,0.0060787382495144145,-0.0017985561619634194,0.0010754745809928247,0.0034639740055022027,0.007570177392791147,0.006427409961495711,-0.06897550536886504,-0.04411097285216269,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05114127579932972
BT_pH5_1,2.4150036599325883e-05,-0.015573490976315479,0.005683384001578973,-0.0035506442545548723,0.0010152961864419616,0.0037809863459804757,0.005937344692647457,0.008194547130361851,-0.06396092198303213,-0.04804851444357116,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02446646428818786
BT_pH5_2,-5.246549844741592e-05,-0.013443330497197483,0.006461003811463066,-0.0010522669683332027,0.0008365325726892642,0.004709810172410111,0.006435757953187694,0.003592061052179856,-0.06684577158368799,-0.047139194270029,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039343210450552515
BT_pH6_0,0.0042394030677235656,-0.016049617498141263,0.00046458485009877526,-0.0035166942490183787,0.0019728621354569574,-0.0009534493768992627,0.007082167076675789,0.005289980122900528,-0.081396792780446,-0.02363030655228573,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687662413934
BT_pH6_1,0.0028819868486860537,-0.020017282195065333,0.0045163917865442185,-0.0028573890095171714,0.0020840700165085184,0.002130942932613516,0.006174549656393737,0.004181333125933357,-0.08736445854053547,-0.018228007012411302,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567479932488
BT_pH6_2,0.004655714350874009,-0.0203891143721083,0.004539827169931453,-0.004841054689301096,0.0020083205013171498,0.00393320238298696,0.007404702296075613,0.005824394080301991,-0.08991581890084176,-0.01971803521008595,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393008372077
BT_pH7_0,0.005604832755482715,-0.0201985211233082,0.0035944507999912554,-0.0036410755988048483,0.0016193959894387625,0.005928641099320804,0.008477205878690535,0.007248590369911296,-0.12978079297458348,0.014649410056679147,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761566893788473
BT_pH7_1,0.003956662701523822,-0.020587402658294073,0.004277039925041404,-0.002889406658385111,0.0016848317306974658,0.003958777373899583,0.006946290187213732,0.0055941147875526705,-0.12492604095002881,0.015487270212691768,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683949395216
BT_pH7_2,0.003055652192105419,-0.019982731408723028,0.0056997305446344895,-0.0038871452422893573,0.0016050175739371255,0.0029267970002863704,0.007050631447978641,0.008927209728761862,-0.12806288382929304,0.016169858804863435,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811025384560845
BT_pH8_0,0.005181843993132529,-0.018840365354781567,0.0019365897385970414,-0.005783525336047877,0.0016027981042861942,0.004183718728954378,0.007373642714127252,0.007322117548597899,-0.13113336230425734,0.021658679724711437,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
BT_pH8_1,0.002345705991205962,-0.018758930688642938,0.0036288230623240073,-0.004916585638471272,0.0015980647180391407,0.006617059184481269,0.01032900317207627,0.00587588794529438,-0.1355632644211469,0.0223463740248395,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
BT_pH8_2,0.005881130125211634,-0.02265693657424139,0.006745874510835048,-0.007332636921302128,0.001545595423035001,0.004832485444519829,0.009372683611253032,0.00896043686439162,-0.13607106269053793,0.02222456771232511,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
BT_pH9_0,0.004564153487267703,-0.021884609140131784,0.006200868019267269,-0.004938902900270794,0.0015353047718172509,0.0027452674103171913,0.008355629453840465,0.007519398888816004,-0.133861635359733,0.02326666302978992,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
BT_pH9_1,0.004284636822083721,-0.0179699851685892,0.0052042668442363335,-0.004881590400700984,0.0015273231656655047,0.0031607619284287737,0.007117287011250206,0.003969377750611824,-0.1339766144687715,0.025066673363680424,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
BT_pH9_2,0.004327343047960945,-0.021056179482003917,0.0047665432921570276,-0.004276142651620117,0.0015272660229517078,0.004899010063837405,0.008106095066860967,0.00824277573629566,-0.13752460591333068,0.024490032270550733,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
BV_pH4_0,0.002933757693871209,-0.01612286727065625,0.005142100395067879,-0.0028992875989364538,-0.0003059331360070589,0.0019795584127954816,0.005442396112434239,0.008871002756059171,-0.059422022698690055,-0.05211656710699848,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
BV_pH4_1,0.0012677156147749532,-0.016739533308731472,0.0036440546195144253,-0.0014543875792752139,-0.0004952480158080224,0.002052852357535259,0.006410657015183698,0.011356981709275559,-0.066605225197323,-0.04593573002063709,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004845233155374915
BV_pH4_2,0.0014267041841926795,-0.017493535210580932,0.004569447814770367,-0.0026320996443214614,-0.00029128542736820627,0.002085042480865249,0.0075611060080320956,0.010060347726811535,-0.06533371076149787,-0.04644987949534602,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001874459798070219
BV_pH5_0,-0.0015411196568089981,-0.018442764257931194,0.0027693535954408026,-0.0007895875122884052,-0.0002429685077589489,0.002752563488548217,0.006212884500298813,0.012172779670876007,-0.06992400148964444,-0.039465002169751594,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05114127579932972
BV_pH5_1,0.0066573109089032466,-0.018515145848302737,0.0070104535669088365,-0.0013351366247819824,0.00043910908958186246,0.002324881082319697,0.00649215322635744,0.006992908604443072,-0.06953664608623669,-0.047027750360253064,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02446646428818786
BV_pH5_2,0.004297065924367179,-0.016749944524920502,0.0031216439086457965,-0.0011300152896539027,0.0007189872358804163,0.002927634963846725,0.00525895983790574,0.009372415751542738,-0.06992084091934171,-0.04439376942327488,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039343210450552515
BV_pH6_0,0.006700508688455043,-0.019209801229121894,0.003657445805552213,-0.0008903568335201429,-1.771770741627876e-06,0.00602066991445811,0.004998562201533629,0.010107802902550802,-0.09822607018053534,-0.019654851925113924,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687662413934
BV_pH6_1,0.0068068405370349475,-0.019287433588634374,0.0017882490579200839,-0.002785725752296655,4.634449339431131e-05,0.00426383109520311,0.005953101821891639,0.011087942688685399,-0.10460859856689755,-0.009762414433062073,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567479932488
BV_pH6_2,0.005847824844329254,-0.021363075383655405,0.005968461603574131,-9.313329406404704e-06,-0.0013031540616698883,0.00808957307558993,0.009918813111017583,0.008243497206788995,-0.10841814880299826,-0.013472340835825257,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393008372077
BV_pH7_0,0.007644837385286456,-0.020181141314299215,0.00419788179838139,-0.004641449299195539,-0.0010048888996243468,0.0008070218239141548,0.008371165019014607,0.004571034874281158,-0.12016883140348868,0.013906507372208264,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761566893788473
