Experiments,AC_OD<--AC_OD,AC_OD<--BA_OD,AC_OD<--BC_OD,AC_OD<--BL_OD,AC_OD<--BT_OD,AC_OD<--BV_OD,AC_OD<--CC_OD,AC_OD<--DF_OD,AC_OD<--wt_OD,AC_OD<--pH,AC_OD,BA_OD,BC_OD,BL_OD,BT_OD,BV_OD,CC_OD,DF_OD,wt_OD,delarc_OD,parc-_OD,parc+_OD,pH
BV_pH7_0,-0.055792331904496846,-0.03321629780952049,0.013762080458843189,-0.006129051923103952,0.000518515680147254,-0.006335564923027287,0.01657149370273818,0.0104534275084734,0.0021331544511991986,-0.0007649630437726557,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761566893788473
BV_pH7_1,-0.0974088037872444,-0.024157457113589926,0.01563986280852038,-0.00481101478409508,-0.0002445060549222905,-0.006039936749831491,0.016291102788046644,0.02500644569001767,0.009965729962872422,0.006959039372918398,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683949395216
BV_pH7_2,-0.08349028843576492,-0.027268328360565336,0.012552564843841225,-0.003645978093795154,-0.00042861210101324576,-0.006060340508170752,0.02227245489378338,0.014045291742228934,0.00794459291126417,0.00527910488293223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811025384560845
BV_pH8_0,-0.10445926764089127,-0.025662121294957138,0.0124755744409302,-0.005935370452378109,-0.0023477433362732755,-0.004122074729074601,0.021804717858524423,0.022507278993725777,0.005600623826941718,0.021338843521864513,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
BV_pH8_1,-0.1021349529695252,-0.026885303335021368,0.010240712348857652,-0.011212289241021092,0.006485910135442796,-0.004876904801830004,0.01619464650102283,0.022538536762737708,0.0062263246755237135,0.024623781091169177,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
BV_pH8_2,-0.1296863816500358,-0.028299539479548514,0.01433692833651667,-0.008504528855176077,0.008983691025363361,-0.004800418511680936,0.021555533368626364,0.02855478649716015,0.010500158058560412,0.02856023218320763,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
BV_pH9_0,-0.11741619147360324,-0.019636118530255292,0.014523781403575253,-0.011245115065704222,0.008399654800153296,-0.005796294186426246,0.008413606914489167,0.027863830545026325,0.007600966021418571,0.028492339522294373,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
BV_pH9_1,-0.13442245104552605,-0.025763286240398885,0.014715859086617182,-0.014750061799650615,0.00872146279429612,-0.0061761357894410274,0.014201025023408555,0.034180435643571865,0.007894096439299374,0.042599517693338196,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
BV_pH9_2,-0.1195256394811946,-0.022973355744843885,0.011159555200973283,-0.011590733359689298,0.002434798807877561,-0.006208974220182587,0.01007924174970907,0.03854381428626568,0.0031918837891324685,0.03608987026402483,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
CC_pH4_0,-0.030548847461848164,-0.014057496824990148,0.00782636962669051,-0.002053185187928055,-0.0009561286008228425,0.006929322030881178,-0.009531855194464972,0.011014618062130783,0.0025902393946181162,-0.03001257386058569,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0032572508755295392
CC_pH4_1,-0.02795388409624929,-0.013529729757296001,0.005629948121698006,-0.003450651725997096,0.0010158790566998982,0.009052513274161714,-0.011438226233357966,0.006999896847359512,0.0040289822496149845,-0.029154265752953035,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.004437627208196163
CC_pH4_2,-0.030444858760937398,-0.01675781768949135,0.006845897751981797,-0.004880226212351218,0.000505377436461656,0.0071021689960490105,-0.010167312207429302,0.010376199100004592,0.0017010220043037242,-0.023079988434910773,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0011803763326671925
CC_pH5_0,-0.03711597518104574,-0.019557482522466904,0.008049547416360481,-0.003906641273718813,0.003209460659519486,0.00784925645136315,-0.009763335358837374,0.010020177093860893,0.0029247081344542297,-0.020509253435808675,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.08114687964645667
CC_pH5_1,-0.04177689243108035,-0.015259444350781647,0.008410404731074104,-0.0031816047575810675,0.0004792331952763645,0.0097341340812652,-0.010763902897420139,0.013025839715872121,0.0025213688790150304,-0.021988674181958906,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.11230826956373989
CC_pH5_2,-0.03555943497335134,-0.017940681290043437,0.00982554557044869,-0.00487880660139996,2.4084024455236222e-05,0.006093998467144759,-0.0097850560526485,0.010846964239102341,0.002001740746200084,-0.019427892351927975,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.09911694942295314
CC_pH6_0,-0.04855513125496067,-0.019128090755447094,0.011264856127293214,-0.006593472743811814,0.002669247293277925,0.006812977808649126,-0.016163606216078215,0.010468027052348075,0.0043989058373414954,-0.003973251164931318,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2884225051673924
CC_pH6_1,-0.04435278781244289,-0.02531273344774609,0.008307151193528073,-0.00570125205685263,0.0017230688310835667,0.01055190782346155,-0.01682597740836765,0.01275730480642422,0.0054524914531604105,-0.0053987113985678415,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29127362738877827
CC_pH6_2,-0.04812971138435861,-0.02237623983751173,0.009074634088446264,-0.007682411955750507,0.0033281303197145455,0.004632703402768011,-0.016893354382203966,0.02106663844669642,0.005965947469939356,-0.007785874184059062,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2957269459022493
CC_pH7_0,-0.08845205310408187,-0.029270079689829247,0.013293992357085583,-0.008338004514251067,0.009168577720613582,0.014239401886968508,-0.014787019879921617,0.021811127162174038,0.005565582484654758,0.01796893733513096,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5922068579302491
CC_pH7_1,-0.07108004241047991,-0.02649185983221168,0.014594639076486882,-0.0027456151515893312,0.0027357916663522308,0.015840454422261403,-0.01519217737343,0.012578721237571342,0.003481541256541791,0.007479009092178035,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5480973412378645
CC_pH7_2,-0.07364593804206537,-0.02729008474913628,0.016187513671491464,-0.008967676943410998,0.0056889837105637,0.012223313052369204,-0.01550028668797534,0.01450921281200388,0.006515098405273063,0.011480326754567413,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5469120935714209
CC_pH8_0,-0.12682270380141938,-0.02465916349997987,0.01412001881586469,-0.017261440324718543,0.012092498892351337,0.01256833851661371,-0.013216637450715767,0.022719259977988574,0.008977565426865347,0.05268272543083066,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8455353071301549
CC_pH8_1,-0.147473437026467,-0.025258897299999777,0.01594364865804496,-0.010097885753797447,0.012998244166374209,0.01401121832430363,-0.012568606112314307,0.024720246793459296,0.012503934471827486,0.05642199553225351,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8378107178569503
CC_pH8_2,-0.14695317715730355,-0.024815170763303415,0.016548816602191197,-0.019238416586557165,0.016112260614400326,0.012862299625640328,-0.01299020417358564,0.030328889578256916,0.01276654877902373,0.05657861546491799,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8442380625189879
CC_pH9_0,-0.1362797499642424,-0.028732782401468447,0.018624225289601348,-0.01328491214986729,0.006331150154380694,0.01340610774314922,-0.01103733648424563,0.02839236630855695,0.007306548310038835,0.05647484505468089,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.003926186226973
CC_pH9_1,-0.14611139230754056,-0.0222950479193874,0.01581533120540173,-0.01555469100727983,0.004436655355536419,0.00821440159302691,-0.011126787688421163,0.02988692193899465,0.01791046978986782,0.06002460089714629,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9964236708955914
CC_pH9_2,-0.1537208759217806,-0.025535859538485178,0.013915800806944786,-0.015475586463251844,0.00852149148836084,0.016114971987579184,-0.00991259069546409,0.03376529926677113,0.0064197356140483965,0.06710807543895812,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9996501428774356
DF_pH4_0,-0.030849677719499754,-0.018849637210369106,0.010967638625398924,-0.005190907577457636,-0.00010363217767166125,0.009875987832960875,0.007872195614744788,-0.013515197859834066,0.0026155959312682553,-0.02162190680432579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
DF_pH4_1,-0.041589424341269166,-0.013279719665322615,0.01043654120972623,-0.00589465032129184,-0.0007777596653803532,0.012540574984058089,0.012838630791267625,-0.013515197833919005,0.0026829476152425225,-0.022241483606074166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0004845233155374915
DF_pH4_2,-0.036735700064379234,-0.01805933401312517,0.009125902299647742,-0.0039362714034707645,-0.0005782452290472765,0.012583598727765292,0.012009869130409283,-0.013515197833919005,0.0006519197915559222,-0.020346083014231662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.001874459798070219
DF_pH5_0,-0.036565928353887535,-0.013735964405147924,0.008819626095178333,-0.006489959454730802,-0.0010543352025358566,0.011299381881304409,0.009402213563089786,-0.012720186269801592,0.0006629962814242942,-0.018417384509483114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.05114127579932972
DF_pH5_1,-0.035143503250311244,-0.012233742524100389,0.010473985548900522,-0.006762201690479463,-0.0007435427816665693,0.008996577740687392,0.004821560010313989,-0.008745128008658471,0.0008651781665242233,-0.020328724398885084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.02446646428818786
DF_pH5_2,-0.03361818650332482,-0.012376417911247065,0.008120822234322195,-0.008296580144568627,-0.001973291931916838,0.010506137125194074,0.008847760925798313,-0.009540139702351194,0.001763775369719318,-0.022233421131968495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.039343210450552515
DF_pH6_0,-0.03345058160145646,-0.01841070621233919,0.011452643710957921,-0.004382635534781476,-0.0003895771211904026,0.011676310856381189,0.008087085010888785,-0.01570184408970501,-0.0004240411390428963,-0.017256194322329495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.16172687662413934
DF_pH6_1,-0.03767324541573938,-0.012443849392559216,0.011417260304417297,-0.004627363701229511,-0.00034967280438412797,0.009554412405452004,0.006752985029116921,-0.015236762010532874,-0.0005338987189790482,-0.015659403711881327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.20214567479932488
DF_pH6_2,-0.04333765449245339,-0.015119608447927492,0.01271148986628522,-0.005947322330397107,-0.0008912055534513101,0.013209056433128277,0.009421919590753058,-0.01526594526417877,0.0020249916208179095,-0.015605259438895661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.19208393008372077
DF_pH7_0,-0.04612915970223103,-0.022236153306844447,0.015379828684355902,-0.008422683010930602,0.0005345986103234087,0.014148623319747656,0.008044053052106632,-0.020957538590806984,0.0003545225606016495,0.00048436733853557883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4761566893788473
DF_pH7_1,-0.05069133353136158,-0.025515674090255867,0.012452183704337347,-0.006175396189741465,0.0011413806774046114,0.01517587149110825,0.013270419439219909,-0.02042368066861577,0.0010019854796321493,0.00096470262531353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.48226683949395216
DF_pH7_2,-0.05453218726684216,-0.020572024272835773,0.014336195051994011,-0.00801188777646293,-0.00020924224153808885,0.014904931754521702,0.010717577414344188,-0.02069085422903299,0.0016389317956307656,0.0036190196645000706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4811025384560845
DF_pH8_0,-0.06694159010992103,-0.021594682203038874,0.012359296311826811,-0.0026143561611356937,0.00014037395948949052,0.015326189112080182,0.008850967171399491,-0.01976250836220772,0.0013095173822796865,0.014127254882908384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6161936979692529
DF_pH8_1,-0.06670028221186088,-0.021150387164367283,0.013643802995591063,-0.007753166109323504,6.348073158575225e-05,0.015784878205993898,0.009005263355439126,-0.020429418841781816,0.001089702577370664,0.017646588445033716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6417698578516113
DF_pH8_2,-0.07799168815593358,-0.019300001950367632,0.013343484074525212,-0.004693408423791759,-0.0003863932662036117,0.015267836151887539,0.01142517151068086,-0.01994792305904886,0.0031188006877251287,0.020364584414207416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6440713470669853
DF_pH9_0,-0.07695804578616566,-0.019223014104949393,0.010992624312639237,-0.00842718114833469,0.0010263185688982838,0.01832303776041321,0.008937759744408339,-0.019993791197953015,0.0015238504743446473,0.02499890319355156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7292859280132171
DF_pH9_1,-0.0770140376460293,-0.024912710917060793,0.012054803133334803,-0.007229425843967044,0.0014510370175475661,0.01665845366599767,0.006228580696751242,-0.02086546501225751,0.004166169579586257,0.030663053931101514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7412574926289346
DF_pH9_2,-0.07737750210029923,-0.018354510376634804,0.01173063198671393,-0.012090307125902694,0.0007639633621210646,0.01664361058369927,0.007358251053677954,-0.019603635050032448,0.004427271862716777,0.02770268778762092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.747526246417331
comm11_4_1,0.08957443854245155,0.03888947980397422,-0.02544403254013995,0.006750838729026526,-0.008690838737656241,-0.025029247966797456,-0.03268524445917296,-0.01694380585104227,0.004348522931661292,-0.08956964846862396,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
comm11_4_2,0.08855131097623835,0.037570079320474806,-0.03769558907203052,0.027807121801635484,-0.011145480218464912,-0.03619553556908732,-0.03402349893003702,-0.02023304922425228,0.008242549936732523,-0.08167744710231604,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0004845233155374915
comm11_4_3,0.08820893062359614,0.03868239719096733,-0.033581833743854726,0.02016411097477312,-0.011599818819566912,-0.028954908094652315,-0.030179572077872963,-0.025692010609352067,0.003651374444041563,-0.07949820794003166,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.001874459798070219
comm11_4_4,0.09635881311057704,0.04716053510003763,-0.026995966196384114,0.023135968522857066,-0.011827583628828112,-0.038123397213285386,-0.03408785290692163,-0.02635435249818408,0.0008967920992037525,-0.08896249446046095,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0053181834532889495
comm11_5_1,0.08012086396793959,0.03131861153180185,-0.019303020924005817,0.01793180987076915,-0.007642301494336644,-0.013407643869843174,-0.04516775577774513,-0.029437693574506315,0.002514161653816701,-0.07572656959295275,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.05114127579932972
comm11_5_2,0.08526557575911281,0.05154355786254874,-0.03363743649066791,0.02046982566623584,-0.0069531562616643675,-0.02508588253965844,-0.03375575723369484,-0.018901239060189413,0.0001989730674287532,-0.09794399878577047,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.02446646428818786
comm11_5_3,0.08763244556829983,0.04911302640062311,-0.01724419511854649,0.0166685066971442,-0.010485414297360445,-0.0318941991581865,-0.04639504656843517,-0.03715644086346678,0.001434374004602432,-0.07047259468099347,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.039343210450552515
comm11_5_4,0.10026232545466528,0.04988605321911366,-0.030498660350947282,0.028220336009626812,-0.011398770948467047,-0.022414645204401534,-0.057896401627880054,-0.034427583612825566,0.005428017489612099,-0.08596020847235039,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.02826352230444504
comm11_6_1,0.10672695403351729,0.04851253534140794,-0.03920302982401588,0.033150388608160226,-0.01378721613274968,-0.04418881771357163,-0.058353245293964504,-0.05469282939220251,0.001665597739426984,-0.08006778438939997,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.16172687662413934
comm11_6_2,0.10460486505504536,0.036876967249681106,-0.03779080792289713,0.014549705136729336,-0.014192758424450527,-0.034486159651499725,-0.046101165025130564,-0.07052018239770246,-0.003985001966357232,-0.06554466851055625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.20214567479932488
comm11_6_3,0.10542826605717773,0.0510801211566381,-0.0498048285767436,0.014460277975253438,-0.010681445464167903,-0.03380339720974798,-0.05410719487168218,-0.07038605442513589,-0.001271926691026792,-0.0746318591321292,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.19208393008372077
comm11_6_4,0.11048096994181042,0.04639276892918607,-0.03638438218799621,0.01894699273388023,-0.015979167422198733,-0.035431209841500166,-0.05016103257303652,-0.08666551731202914,-0.003371900117591671,-0.07145818291312976,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.19174196501252805
comm11_7_1,0.12604566530041073,0.1412618600366556,-0.06691579805930024,0.05312136585945668,-0.03847983702693296,-0.057227360505772665,-0.07737475667958676,-0.12977932881239965,0.0072548037330093604,0.004554899338146912,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4761566893788473
comm11_7_2,0.14347111166009438,0.17473729550838477,-0.08492528792146752,0.0523267993249971,-0.02494737580094649,-0.06259260986486206,-0.07906889632992123,-0.15521576491872902,0.003175648175503896,0.002924322055085845,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.48226683949395216
comm11_7_3,0.13268661241978402,0.14872118652676758,-0.07105574336064899,0.04675769426738439,-0.03366505873430035,-0.039218529119439745,-0.05766145674592776,-0.17615157113127092,0.010890776275292682,0.007040171540625714,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4811025384560845
comm11_7_4,0.1257853980540581,0.15544130649093696,-0.07406053005515231,0.05377378227756075,-0.025964204677097175,-0.06159150943807935,-0.08233133651802071,-0.13206935281014962,0.006088962767111217,0.0032715658470988287,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4811025384560845
comm11_8_1,0.20050398408232825,0.13223730438429374,-0.07229030315480801,0.0765904668410835,-0.010982203689282353,-0.05159363899703908,-0.06892418463107038,-0.15633676603274504,0.015099838133091513,0.08280664772605119,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6161936979692529
comm11_8_2,0.19118980283970416,0.15183003607165552,-0.08612868074651646,0.07032324957134932,-0.03076668758755145,-0.05673381182000691,-0.03902318413976741,-0.1641707424236381,0.022838870416516836,0.12159740420787232,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6417698578516113
comm11_8_3,0.1886307306053198,0.13995829405829954,-0.06861107507477637,0.06394675916789666,-0.018672599808677377,-0.054483522252868045,-0.045173312090337266,-0.141179810496776,0.01717508112768764,0.10241104656587476,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6440713470669853
comm11_8_4,0.2065271235095418,0.1232699832352607,-0.07671841716312841,0.08341324945344873,-0.04511134337957785,-0.060704658808915506,-0.042427451137615264,-0.14208816469201577,0.021433912593385434,0.11046131795515186,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6395779816459941
comm11_9_1,0.23169608179803775,0.1253857130411526,-0.05734819635748864,0.0648109804433973,-0.04242744392350964,-0.03788602768565001,-0.045729919224977496,-0.14941977005451912,0.024561116812021836,0.18312377310155528,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7292859280132171
comm11_9_2,0.2594400442278255,0.12170877599197885,-0.06830274440834058,0.08396604050598713,-0.058049869500100604,-0.04549310043616139,-0.03479808123377354,-0.15242985427055675,0.030839189862751436,0.1757278979197145,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7412574926289346
comm11_9_3,0.2507176357912629,0.11366166769810344,-0.06564628446231716,0.08185797683894633,-0.025544314962690287,-0.05788568138104419,-0.04123296476738608,-0.13509681367679785,0.02523638699689637,0.17051468126313843,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.747526246417331
comm11_9_4,0.2186190775700885,0.12847993403187263,-0.06549050077148107,0.09570226246410087,-0.01897049156058094,-0.052320158748847,-0.04223532579191352,-0.1601654427676745,0.0334545032971579,0.1750645178783199,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7409024335149471
