Experiments,BC_OD<--AC_OD,BC_OD<--BA_OD,BC_OD<--BC_OD,BC_OD<--BL_OD,BC_OD<--BT_OD,BC_OD<--BV_OD,BC_OD<--CC_OD,BC_OD<--DF_OD,BC_OD<--wt_OD,BC_OD<--pH,AC_OD,BA_OD,BC_OD,BL_OD,BT_OD,BV_OD,CC_OD,DF_OD,wt_OD,delarc_OD,parc-_OD,parc+_OD,pH
BA_pH8_2,-0.0281418832099956,0.0012647452173025723,-0.10835386344272158,-0.020458049221855144,0.0029733712631075273,-0.0009567961096763604,-0.012602775313931959,0.03172450949964316,0.01618713851208272,0.03771758345158204,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64407134594908
BA_pH9_0,-0.03859659942271916,0.004317104881224425,-0.09120231719768564,-0.023035593758458685,-7.479012012481845e-05,-0.0020850469576923734,-0.009704931391322096,0.034196243959924454,0.018229019466949544,0.027310890971642476,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859295671521
BA_pH9_1,-0.030221049004922743,0.0037275541411793756,-0.08490821461800648,-0.024223306098062065,0.002334182278617568,-0.003343034689517125,-0.01328056354237639,0.02923768416694972,0.0161487333751891,0.0238819946364864,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.741257491587475
BA_pH9_2,-0.03288179965446824,0.0038636578684267788,-0.08916780544849842,-0.021991403183859327,0.00421284323801165,0.003054834325676378,-0.014175334004280357,0.03785743612958037,0.007713977911550065,0.020867573463398476,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74752624576109
BC_pH4_0,-0.01966052029605793,-0.03796785739938849,0.05500805381847464,-0.019017750233735725,5.0977486307205575e-05,0.001850202448018219,0.0034690122695072824,0.032525183126006434,0.009036534746056018,-0.10593985583471217,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
BC_pH4_1,-0.02047658525731253,-0.03530078943170931,0.05500424708199242,-0.021604125535358565,0.0010878450779811184,0.0062323496847049055,1.2691822712835984e-05,0.030147432064556553,0.006740259001760379,-0.10248934377308776,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004845233155374915
BC_pH4_2,-0.017570085676143998,-0.028554330918452015,0.05512623147796029,-0.01995051740790191,-0.0016640687685297907,0.0023005405214169762,-0.0032660147126602106,0.025985325995994655,0.007690461475564088,-0.10074356128988059,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001874459798070219
BC_pH5_0,-0.016594513904141343,-0.03804285062396008,0.05600717856670204,-0.024122151713008466,-0.0011709072359878097,0.008154784873451877,-0.0037201292019175434,0.024993210713500556,0.009562417602409487,-0.09571305878784343,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05114127579932972
BC_pH5_1,-0.015519112414963869,-0.04258630502969026,0.05457651199530001,-0.022432146235976537,0.0027732909940507097,0.0031080885344873304,0.000619553162351898,0.03085509538326574,0.004262302127545295,-0.09630329841828866,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02446646428818786
BC_pH5_2,-0.007020785172024498,-0.04547015009690886,0.05529560256911361,-0.022268777368185312,-0.0022671735383894137,0.0027752733829876654,-0.003903348321176094,0.028111228667523556,0.0015176827379542858,-0.08741557262999854,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039343210450552515
BC_pH6_0,0.00576592671968367,-0.06339482752849228,0.12524942205651945,-0.03500936480481988,0.0026183108823454888,0.02354038644096125,0.003819886852541699,0.032478288609696475,0.01038240051949802,0.025143335390350095,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687662413934
BC_pH6_1,-0.0022979670163729925,-0.05848573186799234,0.14208057519696324,-0.0393346934101504,-0.0006248055155510503,0.00984954327182925,0.004707850698867568,0.05633881680829371,0.008880511117370237,0.058378362783595254,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567479932488
BC_pH6_2,0.003901307456519293,-0.06191374616130539,0.13922199699703763,-0.03250291661885769,-0.0039145458424868825,0.015007430817122044,0.0008159630988603063,0.058004651680264786,0.013716620388238326,0.040758750493759696,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393008372077
BC_pH7_0,-0.04211210038350976,-0.07499757215218698,0.159132425373663,-0.06472266834067261,-0.0012085489944919329,0.013250812408716782,-0.019760581959524882,0.06444377008339633,0.014032754485049974,0.11831316318200981,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761566893788473
BC_pH7_1,-0.05487490420270223,-0.05904972048557323,0.1560738123985736,-0.05625410371500511,-0.004755465441747854,0.009587976151834363,-0.027399344909126346,0.06845134227334157,0.0165714338146474,0.11806229999693842,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683949395216
BC_pH7_2,-0.04933461033131765,-0.0799182727123084,0.15882465236860766,-0.04832283587397441,-0.007461474949251057,0.010742598587404131,-0.008456787547987442,0.07625292665608552,0.009247235547265281,0.1048322941362858,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811025384560845
BC_pH8_0,-0.04685770730285541,-0.0600421955663225,0.13969230628207976,-0.05482327491854846,-0.0018237899098059369,0.01957955786553414,-0.015768860194670116,0.073695090899001,0.022451705135728993,0.086397477760911,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
BC_pH8_1,-0.04867608730397794,-0.06007767837008703,0.13570568074026834,-0.05831025970532842,0.0014718225517350702,0.015779907027988326,-0.007412937047040984,0.06736085396260025,0.025497807871712297,0.08622939286996488,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
BC_pH8_2,-0.04516808821779232,-0.05164988217470436,0.13789283568120522,-0.06553987266738777,0.006810756814868547,0.022063191408372443,-0.0236748440126362,0.07120837915688753,0.021033277273502043,0.0841484263004816,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
BC_pH9_0,-0.0537421488745705,-0.0676594465209738,0.0785642126267371,-0.07162239612768526,-0.012739493414435697,0.0032337912236866753,-0.02320483419558276,0.06270167800395385,0.011366173649287744,-0.0075435573769652275,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
BC_pH9_1,-0.05799725091651729,-0.05208531667194937,0.08171254888986763,-0.07520138290913211,-0.015362239684099738,-0.004570911220558312,-0.024921863999055778,0.05855262048866438,0.011675173845951972,-0.002447397848186285,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
BC_pH9_2,-0.05114495220553615,-0.05400922817704469,0.07996596782427766,-0.07998617401427548,-0.010149684102962847,0.0046090948808452355,-0.03322105444967747,0.04894688664409129,0.014205169024998725,0.00013795454379009515,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
BL_pH4_0,-0.0076518770339696306,-0.018658101058200652,-0.045646128328922016,0.00590079453004443,-0.0017887491927198742,0.0037301321052338756,-0.001669285192113856,0.023360822717456715,0.008175592752902406,-0.04639922097487293,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
BL_pH4_1,-0.010098803976307745,-0.02995184847032246,-0.04223937620611295,0.005245999661476716,0.000678475832809572,0.0033839310883827813,0.0030042045450081,0.016692302640041578,0.0065937713193504706,-0.03395467578878869,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004845233155374915
BL_pH4_2,-0.0015975863518922224,-0.019762094871181513,-0.05404569351316796,0.006252268071731793,0.0022694707904820847,-0.00025048846135968824,0.00014002472648154272,0.021653722675274246,0.005027581973244315,-0.040333224394075246,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001874459798070219
BL_pH5_0,-0.00802985824158658,-0.02677761007586251,-0.051170670467874275,0.00703970260432233,0.0007917046968055807,0.00012964010562585681,0.0029200218310174745,0.02037667851571156,0.005468144079913264,-0.03139377240253531,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05114127579932972
BL_pH5_1,-0.004507426274535449,-0.029739328054306298,-0.04379450855047807,0.006832740630792532,0.0005816306465345876,0.0016275875821061758,0.00023316954950923537,0.01773920266524605,0.0035020280775168674,-0.03312111591191397,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02446646428818786
BL_pH5_2,-0.005683951622442059,-0.02282133210126473,-0.04972692393576322,0.006292602184997953,-0.0012561872131798583,0.004517769585161106,0.0015366819031212636,0.012965149163551948,0.0030080244965527366,-0.02947785214237545,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039343210450552515
BL_pH6_0,-0.004030219225779826,-0.039841178349502716,-0.07670591903607482,0.008240167926187099,-0.003267746660048546,0.002831833382015643,-0.0021737439476925383,0.022608030908133677,0.010267261357411095,0.0014254937434326038,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687662413934
BL_pH6_1,0.004021023068091143,-0.039695345224893604,-0.10408483963297761,0.010165306984082509,-0.005949011389975963,0.004221527003075765,0.008450311728469705,0.03058067309467689,0.005411777940133345,0.006232557178515452,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567479932488
BL_pH6_2,-0.0043245104408782455,-0.03956988563356193,-0.08250296479495971,0.008934169687006782,-0.0027037654622741373,0.004141378898335539,0.0021313948459599327,0.02062897870074148,0.0055491270950954906,0.007070057798662911,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393008372077
BL_pH7_0,-0.0086386342962151,-0.05002072821330766,-0.11045727079491253,0.010636265734615527,0.0036271756352937727,0.005071692766378754,-0.0007338263256394343,0.028532383900297727,0.011883807371815911,0.0294531148672104,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761566893788473
BL_pH7_1,-0.0040728309604784714,-0.03895907773109883,-0.11582309889890578,0.012183479054466538,0.0022157642439655633,-0.002129133573692778,-0.0039060095276521605,0.03132087856207204,0.00876311171961867,0.029760897757242555,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683949395216
BL_pH7_2,-0.010443562638500466,-0.053919633340252474,-0.10035732176802728,0.010895337475382762,-0.0019264076682536505,0.007290317629990371,-0.0010537992158661717,0.031011310587434667,0.007692200060447925,0.030165539170088972,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811025384560845
BL_pH8_0,-0.00316402427042308,-0.03636864031138627,-0.1225272918946069,0.01076053862014542,0.0015777664534423652,9.421515076056481e-06,-0.008916608182632403,0.031748609803617,0.009171242924488109,0.03706296608175921,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
BL_pH8_1,-0.010026597981543647,-0.03983859544376965,-0.13356105567806437,0.010494002589712972,0.002790719086061353,0.005389775455645891,-0.0035006684210637335,0.0386989905944337,0.010992024939345276,0.037915385566327876,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
BL_pH8_2,-0.012657835373412007,-0.04841155877255875,-0.11369724788581549,0.011042205270217808,0.00018951087218263793,-0.0014621151724587317,-0.0050062733726656955,0.03836225277703741,0.010857704335256764,0.040137337990429095,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
BL_pH9_0,-0.022892416882450164,-0.029958583550608674,-0.11224434318101925,0.01263220198776411,0.0012177067411982497,-0.001310824891147408,-0.00827728385672621,0.0363635268839805,0.010437484014293423,0.03338651288786661,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
BL_pH9_1,-0.01273322172300971,-0.04684741791499698,-0.11254187168958395,0.014242033670129984,0.0028057627590454127,-0.00041999999109817483,-0.011781247180441155,0.03847967988447003,0.015170718812100262,0.03297954358484433,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
BL_pH9_2,-0.018944085266279137,-0.035632398928637087,-0.10473546179578358,0.011936227896291274,-0.0023805111792424448,0.005655067449678547,-0.005369715748921685,0.035946383803434984,0.007328974096023519,0.025549500357845558,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
BT_pH4_0,-0.014791261404752733,-0.02499658212389635,-0.030631083143146144,-0.01477694867421752,0.0011322031072948293,0.00254235074409972,-0.0033060021002007554,0.021041953134471957,0.012026206088130889,-0.028886856290957195,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
BT_pH4_1,-0.01470084282529095,-0.02398481499241746,-0.028264051973819735,-0.012834639103840228,0.0011322031072948278,-0.002281043020927388,-0.0006260590271457371,0.02472063262339519,0.005256389586821847,-0.0290637943342976,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004845233155374915
BT_pH4_2,-0.009147197777486368,-0.020061553016952848,-0.030980997281553953,-0.0067254473398561075,0.0007992021933845853,0.00029665266528077725,-0.004331842618791953,0.018427600178705605,0.005621385678001072,-0.034543822760815204,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001874459798070219
BT_pH5_0,-0.010178367591098598,-0.023106411122109576,-0.0391716577792945,-0.010586464936318608,0.0011988032900768781,0.002802529475935127,0.00038553768687922026,0.016863669108437455,0.004852577958094037,-0.023706235892098883,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05114127579932972
BT_pH5_1,-0.009313569575872111,-0.026588661144285104,-0.045373500567739415,-0.012338605179734854,0.0012654034728589263,0.0017831560434854539,-0.003238892038555249,0.030942866735808223,0.005815099095520767,-0.023599317115933993,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02446646428818786
BT_pH5_2,-0.007478518529754618,-0.02749265038286862,-0.03644019760515379,-0.013335380584973355,0.0008658023761666341,-0.003928519672025804,0.0018639752706107885,0.025744325578536675,0.006712922884718232,-0.02715778021222872,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039343210450552515
BT_pH6_0,-0.008252795400178951,-0.0354984975055508,-0.05949311277950587,-0.016465365635636057,0.0003385395880626585,0.007113906708748443,0.0010168430533098148,0.023542323540086337,0.007092137079200019,-3.999939269345847e-05,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687662413934
BT_pH6_1,-0.009497713632881643,-0.03676600214741801,-0.066553289760714,-0.011975239026157752,0.0008904116438782739,0.002255631119984647,-0.001398290151163288,0.025652375321673308,0.005086168961032578,0.01165992780872013,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567479932488
BT_pH6_2,-0.016915968863860428,-0.025526105489419856,-0.06763011281904965,-0.013646942053152167,0.0007578053811322082,0.006209189349218552,0.00026581636913444723,0.02470116286660018,0.00527460106527028,0.005864534441219725,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393008372077
BT_pH7_0,-0.016327587728915013,-0.029072181357313754,-0.0758374413540182,-0.019818103658440323,0.0017018024947332302,0.0017307729743745,-0.007772301197375937,0.027641845688871715,0.009513884471810383,0.02759328974167938,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761566893788473
BT_pH7_1,-0.010130140214510586,-0.03133188117943381,-0.08455976069783386,-0.013381710220938146,0.0017870910076991351,0.0035921889122413546,-0.005267597713872142,0.029271743001173377,0.007449424977859727,0.021924622199781568,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683949395216
BT_pH7_2,-0.010557452367375729,-0.023269499956589678,-0.09224535889761605,-0.018334201895024462,0.001701038473326228,-0.0002335274656829637,-0.00549614446318668,0.03216697042403014,0.007339397318985151,0.028282758470462716,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811025384560845
BT_pH8_0,-0.01867978669864976,-0.035589752134097666,-0.07409166050346001,-0.019251826920587085,0.0014689308016196544,0.0035392706403913686,-0.009276877473229946,0.03179812433279079,0.009816292746235494,0.02962126548199551,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
BT_pH8_1,-0.017717014157577704,-0.030774384529694273,-0.0817186653840801,-0.02001905577176291,0.0013645463145297505,0.0024175955549530347,-0.0047532107486673,0.03321399926977313,0.009564829946536086,0.027775339911813322,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
BT_pH8_2,-0.01906729109585285,-0.03285710068338592,-0.08225998739995385,-0.022082829732933774,0.0013339884903119969,0.006046717647948991,-0.002679530390254829,0.03143425571043854,0.011605342861426915,0.027880414800475477,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
BT_pH9_0,-0.016992427151164287,-0.025036144522221197,-0.07396833412835131,-0.026908668543657522,0.0034575381939825818,0.0054721833943672795,-0.009048706482609975,0.03219917516021624,0.007275900840759278,0.02290346388421629,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
BT_pH9_1,-0.01629893186461667,-0.027140228239738422,-0.07755886100070632,-0.02326758465851131,0.0036446048124976773,0.0072049610073799675,-0.008688356419620307,0.0297090717372687,0.006220940424372321,0.025528363525543524,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
BT_pH9_2,-0.010058795495525652,-0.026912883680475792,-0.07986762024948128,-0.019612123073767068,0.003595923574074455,-0.004940348983458852,-0.004314040229048417,0.030895914595736106,0.00789518540320189,0.02267276842794988,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
BV_pH4_0,-0.006138094879038955,-0.02962875926300236,-0.03220947784736105,-0.005866791461796864,-0.0009256661148822833,-0.0009861831269834356,0.00017207480157199103,0.019644895434055638,0.0029726045109007672,-0.027680621660597947,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
BV_pH4_1,-0.005794730897506941,-0.027177689143497014,-0.03329623523451711,-0.012410432827537472,-0.0002814826855193024,-0.001137903608057811,-0.0005243303286640534,0.021655963852029777,0.002856065425211969,-0.024535243964713543,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004845233155374915
BV_pH4_2,-0.0145992071878003,-0.026107115144638912,-0.030035416286276744,-0.00631004760608725,-0.0001894627349532174,-0.001289624089132186,-0.004464423471818799,0.022577451516104782,0.002939526200618433,-0.023167700582872267,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001874459798070219
BV_pH5_0,-0.005654340698991132,-0.027113912730761202,-0.03760607864869678,-0.011549837289621001,0.000908356653931348,-0.0011620960643757955,-0.00267367488178222,0.02707073348533847,0.003240233878402606,-0.02610540305790694,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05114127579932972
BV_pH5_1,-0.007521454115276752,-0.028301107713385766,-0.04037135151093421,-0.010597726628184317,-0.0010333787747051405,-0.0009861831269834364,0.0024169200140496954,0.028235666827987064,0.002095897772713848,-0.024583302465793877,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02446646428818786
BV_pH5_2,-0.008298833389645037,-0.03200444666101881,-0.027170177550743455,-0.011680903546512127,0.00015601884735667054,-0.0013016145805949757,-0.003160363225185353,0.02139142254448455,0.0038902447469856428,-0.022467366902400615,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039343210450552515
BV_pH6_0,-0.008876759981655557,-0.028703198936646402,-0.0563471006780215,-0.011244590502718223,-0.0007672653946539633,-0.0026808159620217674,-0.0026126598728739695,0.02767993159592151,0.006476796233783599,-0.003570356302611207,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687662413934
BV_pH6_1,-0.0029409187400470612,-0.040408772588100134,-0.05279473382655694,-0.011992463190918382,-0.000341663674815842,-0.0024938110910032113,1.8796374940354474e-05,0.025534568680045392,0.0011121821678850973,0.00366079559792643,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567479932488
BV_pH6_2,-0.0087506348947468,-0.03668037842635228,-0.05739939211989226,-0.017928457091683926,0.004170102956502335,-0.0023673903650563706,-0.002234948972321074,0.0313875253158419,0.004604691061312736,0.004552862229554549,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393008372077
