Experiments,BC_OD<--AC_OD,BC_OD<--BA_OD,BC_OD<--BC_OD,BC_OD<--BL_OD,BC_OD<--BT_OD,BC_OD<--BV_OD,BC_OD<--CC_OD,BC_OD<--DF_OD,BC_OD<--wt_OD,BC_OD<--pH,AC_OD,BA_OD,BC_OD,BL_OD,BT_OD,BV_OD,CC_OD,DF_OD,wt_OD,delarc_OD,parc-_OD,parc+_OD,pH
BV_pH7_0,-0.012051748440641424,-0.035781424466682525,-0.07651437901122415,-0.016761419311489747,-8.008821179037529e-05,-0.0020474059069934105,-0.0014906577684957033,0.030774595293661826,0.007659024207488349,0.025647484261704538,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761566893788473
BV_pH7_1,-0.01600221005794795,-0.04239578847813865,-0.07985094731268676,-0.011065475874296998,-0.0015504406246802096,-0.0021816328718610445,-0.010172850232085456,0.0431809423637131,0.00868341627004354,0.030708967444041505,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683949395216
BV_pH7_2,-0.0004066800893000935,-0.054400636045181236,-0.07722898559077927,-0.016204904014973532,-0.002503250194308551,-0.0018990135128083454,-0.000601777150903058,0.03670970094592676,0.003889075873986535,0.03200045007402483,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811025384560845
BV_pH8_0,-0.016491573809281637,-0.02790351456760064,-0.06412439280715972,-0.01819775794349287,-0.0030372171249726547,-0.0035096557989068686,-0.01853337129982917,0.03915332129792026,0.006011240346276242,0.02598690124147612,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
BV_pH8_1,-0.010811923790885055,-0.048505308218300354,-0.07255101813732283,-0.02126333703489407,0.0019014099159318477,-0.004037906491886016,0.0018281285983064914,0.04076253239713286,0.003270673113672628,0.028760729341403304,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
BV_pH8_2,-0.009178124674312449,-0.04036026801752008,-0.07219713082132131,-0.02463389648367529,1.2503174012122254e-05,-0.004604425297483156,0.0026545946818331027,0.04234865087853825,0.0051296359381597986,0.020182440697175005,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
BV_pH9_0,-0.00905602812928998,-0.028817371419914386,-0.05641278960134671,-0.022088357977893044,-0.00301492272025865,-0.0013654843296693722,-0.005288716731188088,0.02814025771358739,0.0016726401334871423,0.015584753047188987,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
BV_pH9_1,-0.019158742858663848,-0.027650102373698485,-0.06292894625307424,-0.02666472461722468,0.002217432271851146,-0.0010620433675206235,-0.006852848709601424,0.03598974159554294,0.004561600489136967,0.02090261410921812,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
BV_pH9_2,-0.019278935347886186,-0.02679114979894264,-0.0644379369461018,-0.021851022019982336,-0.002106787217376025,-0.0012137638485949973,-0.004255795352484868,0.027071047170978527,0.010316204127410184,0.021902118747972925,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
CC_pH4_0,-0.007175629692881004,-0.02871791740474493,-0.03299796649619289,-0.005967967963736989,-0.0006414099863689868,-0.00020194624429163813,0.0019621942613435835,0.01653859332041896,0.008540271975747917,-0.031984241123756633,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0032572508755295392
CC_pH4_1,-0.005562665075387644,-0.02449026086084221,-0.03819440586411435,-0.00838797080937935,-3.486357791268383e-05,0.0007056498802874389,0.0014171402998592543,0.01648726927845374,0.0045921875455457225,-0.027178100170972552,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.004437627208196163
CC_pH4_2,-0.01055463322316823,-0.019049777855043828,-0.03188739128410816,-0.007549026137136894,-0.00041817724704742445,-0.0010334033794377167,0.0017441726767498515,0.016858868649148425,0.0017064855425902047,-0.030463137097008854,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0011803763326671925
CC_pH5_0,-0.009385287440989327,-0.02599775594213735,-0.036483605771285045,-0.01415586782052465,0.000511732177565927,0.003139647200055744,0.0019913611836407507,0.018139915986229542,0.005451991425260252,-0.023858150352278486,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.08114687964645667
CC_pH5_1,-0.012312458230425484,-0.03424293026652026,-0.036808990784313364,-0.009154787095992463,-0.00195531675187142,0.0023775351533423285,0.0019848170844109165,0.025176932829553668,0.0058748559459396036,-0.021585677238586155,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.11230826956373989
CC_pH5_2,-0.0060445347395928,-0.03375347223618756,-0.046553976436995964,-0.009832803619944534,0.00034833074263904346,0.00013721723109483605,0.0017663369182011352,0.02743758442771176,0.005600582500514778,-0.019751284543586815,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.09911694942295314
CC_pH6_0,-0.003387012841260952,-0.04345968172602032,-0.07882917136925717,-0.013442196690517924,0.0025910424311523855,0.0044581911486128115,0.003712829144104666,0.025190560748071775,0.008827934354219748,0.013691485446432361,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2884225051673924
CC_pH6_1,-0.0075589071845878755,-0.038041483222142514,-0.08233901701057737,-0.014669056359840475,-0.0005959816908706791,0.0012152120487197591,0.004786615112553472,0.0356607059340762,0.004487288905226669,0.016408604112980153,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29127362738877827
CC_pH6_2,-0.008841246173757573,-0.055409735068678856,-0.07865174150175375,-0.01143650255125502,-9.345388930776766e-05,0.005222421541162159,0.004461446177700292,0.033160264919633455,0.012192073383409045,0.018750453808385394,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2957269459022493
CC_pH7_0,-0.02017093646785487,-0.04360561101980832,-0.0868892708663707,-0.009186151061692962,-0.0022346058828027347,-0.0028707129427272353,0.0023817984241506327,0.040074284016762086,0.01379826477688292,0.028056921455199297,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5922068579302491
CC_pH7_1,-0.011342430958605331,-0.03942330119078574,-0.07770021682200226,-0.018246686751751798,-0.0011907662823796275,-0.00014847189188003598,0.002707665497842043,0.03538596947393988,0.006942101553406405,0.02237011801775383,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5480973412378645
CC_pH7_2,-0.014532608890339083,-0.0306152741206081,-0.09615850938241119,-0.017905710893480677,-0.0015966130258596469,0.0016698962271861392,0.002991298845280771,0.03494281645054402,0.004785885579236176,0.03577279985598896,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5469120935714209
CC_pH8_0,-0.013726661981123947,-0.04247628028787997,-0.06698931191278543,-0.01530706712409206,-0.0008171750977635378,0.002041382993692937,0.001962194261343583,0.028935088552534582,0.008369072708098784,0.0173627385335124,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8455353071301549
CC_pH8_1,-0.02291550702536884,-0.03134422319090885,-0.0628770628053209,-0.021964827452016913,0.0007015735607432266,-0.001470877839171369,0.0017441726767498515,0.030068769757838364,0.009959304050906845,0.017452658701526083,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8378107178569503
CC_pH8_2,-0.010644303178009778,-0.044442565455708814,-0.06203308280881332,-0.027812549186789475,-0.0014760176238158475,0.005539304965540118,0.0018531834690467177,0.03579895812208238,0.006614138994203961,0.01595691334780144,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8442380625189879
CC_pH9_0,-0.024696886434179284,-0.03424828042478666,-0.05170981939882041,-0.016669959084171317,-0.0020362998302216116,0.0016106429274963293,0.0015261510921561207,0.02320586455904919,0.012137105311064619,0.010235461529506289,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.003926186226973
CC_pH9_1,-0.029436055977383385,-0.03283712243094393,-0.05779070602648931,-0.029120347582451685,0.0011621349936594128,0.001133897798540799,0.0015261510921561207,0.03808869561747364,0.010576636188704035,0.016050696764951168,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9964236708955914
CC_pH9_2,-0.030455364631893835,-0.031235534080668637,-0.05346071224983619,-0.023954231625665793,0.0027866659604984774,0.0020802844137601225,0.0017441726767498515,0.033620459196036276,0.00872430516325909,0.009503935823298018,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9996501428774356
DF_pH4_0,-0.007324907343996609,-0.02481423331829517,-0.0255768026670684,-0.012557620317067789,0.000755450779005237,0.0032600009376588064,0.00019805778951748624,-0.0018988977437433999,0.0022633424368889436,-0.014950411504377486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
DF_pH4_1,-0.0009344847111598306,-0.02381732407633377,-0.03044794898642146,-0.010991819121915361,-0.0007931875664254895,0.0037989070590423502,0.0024404631571277335,-0.0018988977437433999,0.0023761693874131077,-0.020377897775691493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0004845233155374915
DF_pH4_2,-0.0050980379642999694,-0.01940419127273819,-0.029829410311320557,-0.009520836940602115,0.001908528783723064,0.005130600206877874,-0.00011167805317951222,-0.0014769204673559778,0.0032249759623537897,-0.025469050221145158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.001874459798070219
DF_pH5_0,-0.0037938356836852817,-0.028078212235932768,-0.02725166137289742,-0.00825879363100166,0.0011806207150220872,0.003184240426382293,-0.0031171530922469884,-0.0013714261482591216,0.0035981934355652856,-0.016737992570776006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.05114127579932972
DF_pH5_1,-0.0037251112059406622,-0.027113959505830117,-0.024882073094663414,-0.011253471899291743,0.0007328831663598181,0.004239232036406579,0.00221622063089972,-0.0016879091055496884,0.0014149878449414093,-0.020586819915991757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.02446646428818786
DF_pH5_2,-0.004354486596649108,-0.023136447156253067,-0.02746565421800251,-0.011980448554715384,0.0018754003893422043,0.0039302031307116795,0.0024083617491566624,-0.0014769204673559782,0.0005762313371119295,-0.021022259699909583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.039343210450552515
DF_pH6_0,-0.005909150247664555,-0.033606668675075405,-0.04287449587622414,-0.012672230390750846,-0.0009803048505083378,0.0074378674817474,-0.0016154200567499442,-0.002561172849458198,0.004825676451234715,0.00730987859322973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.16172687662413934
DF_pH6_1,-0.01014669926594133,-0.02410076845761227,-0.0359014235501704,-0.019932276843034703,-0.0016547669745657755,0.009981816649113013,-0.00047970747332210065,-0.004749318043822829,0.00199538894807515,0.004341735656818617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.20214567479932488
DF_pH6_2,-0.004568309338520403,-0.02917959301206081,-0.0328646084326117,-0.017607505295587626,-0.001451937036345835,0.003908757008612156,0.0020820000816298575,-0.00523271033945291,-0.00139629033272681,0.005664177342601447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.19208393008372077
DF_pH7_0,-0.005382011369194674,-0.038643699202524584,-0.04245252377799024,-0.016629043721958347,-9.466625750064871e-05,0.004102517091061756,0.0014123771857956174,-0.004048780351877214,0.0023478882856990996,0.018741922323470536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4761566893788473
DF_pH7_1,-0.006023898076104082,-0.0270019732820599,-0.0430036190605682,-0.00848076699382585,-0.0037781027736871133,0.0041777579599748494,0.0016407473514909333,-0.004590093772048537,-0.002739198622496233,0.009153126939807252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.48226683949395216
DF_pH7_2,0.0015335870113061818,-0.03766832957611137,-0.03814922647469717,-0.021535420493911144,2.9583939391633164e-05,0.004021949202794095,8.455277461072683e-05,-0.004860455244779588,-0.000555542641035888,0.01645328086517427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4811025384560845
DF_pH8_0,-0.002523845477920512,-0.04537965729994618,-0.04030947869724555,-0.017885488046576147,0.00015778529093317306,0.005505946544201477,0.0006993611043562069,-0.005600500929614771,0.004744777964509052,0.01994508019284062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6161936979692529
DF_pH8_1,-0.004121332924975001,-0.02805018763827242,-0.04854446725838859,-0.02238666514177685,0.0007365332948772795,0.0039031152864513184,-0.0015905219235497967,-0.003454393504754357,0.0038514633428143414,0.019010437113111435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6417698578516113
DF_pH8_2,-0.011474144528417485,-0.03621768202470697,-0.035714965985844956,-0.021561890459902908,-0.0012637138528668367,0.006510975534177344,0.0026747306679254,-0.004477008522852608,0.002428121890710748,0.018449557927315653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6440713470669853
DF_pH9_0,-0.010287282478226268,-0.026318964590520966,-0.039994686804711826,-0.015934921992213833,-0.0017375908986381867,0.0036091156805986937,-0.007104402077586753,-0.0010549431909685554,0.0037994618535689695,0.01437819457086532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7292859280132171
DF_pH9_1,-0.00966072588025228,-0.03115724220871926,-0.030988466998805173,-0.013831148118428562,-0.0036434271170393286,0.003800681683680284,-0.006114277335936607,-0.0016879091055496886,0.002147304480490478,0.010489189422324947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7412574926289346
DF_pH9_2,-0.012900956486878185,-0.031060397942429013,-0.03424301246424084,-0.016927416839677356,-0.0033646424552020823,0.004417810564779716,-0.0014528871975515191,-0.001793403424646544,0.0015704759761043226,0.015108410915278868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.747526246417331
comm11_4_1,0.015040801588607867,0.04339900950860718,0.09605104371419419,0.020262132892790045,-0.003129291105205598,-0.0008563342285544977,0.0031991810934699112,-0.06251147908037122,0.0068429998664752256,-0.14856803343023942,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
comm11_4_2,0.025475606215388878,0.03249089496777109,0.10550931964717479,0.028251617759790102,0.000542913822700148,0.0010148727667072532,0.003650101076649578,-0.056568064134082066,0.0050622543255272115,-0.17457805413914765,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0004845233155374915
comm11_4_3,0.029922930185237655,0.04865903473580661,0.11766229221840271,0.022513115752650345,0.005747813107850758,0.005298554863294827,0.0028293596936956682,-0.04804059143461611,0.00783564550721127,-0.22083388420712693,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.001874459798070219
comm11_4_4,0.018617399953629658,0.05376543235195721,0.10342492715334109,0.027526261469592223,0.003568740223088991,-0.0017664189037421485,0.0019080603738193915,-0.066743841631257,0.005786790240394033,-0.17265278715802274,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0053181834532889495
comm11_5_1,0.014638828157406783,0.06402595116878333,0.1275440767018691,0.03332134416569833,0.007903787697786869,-0.007418149445691836,-0.04762542700314004,-0.1057290821344308,0.0060002981223489914,-0.17330764559300046,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.05114127579932972
comm11_5_2,0.026685612104509194,0.04332688066136578,0.11030897077820873,0.019763904366156333,-0.001017912652181539,0.009716853206248384,-0.010917389953266016,-0.096456533709298,0.004464507321624652,-0.1865209114778301,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.02446646428818786
comm11_5_3,0.011125674129504222,0.04806052322620931,0.10339246257653702,0.021387395557502045,-0.0042764214393885246,-0.011617009858398333,-0.026398468785311862,-0.07715654396492502,0.005572482720017434,-0.1507361135162089,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.039343210450552515
comm11_5_4,0.02527584147032188,0.047591023791743355,0.11652758682389627,0.013733056416006195,-0.0009821476009876826,-0.015110175275932189,-0.029120164633445113,-0.08580334880591733,0.006067732909451359,-0.15882542440424796,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.02826352230444504
comm11_6_1,0.011656547253546503,0.10930177073925736,0.17714481132185975,0.0543379113742191,-0.0003637813290824107,-0.036783355608906436,-0.010668740998143734,-0.11444851755771943,0.017172624604857488,-0.05429403025656939,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.16172687662413934
comm11_6_2,0.013434943571362806,0.1351575726756583,0.1988490004626953,0.0545619534701109,0.00019905097944581052,-0.020491062623003257,-0.0031556855368873363,-0.13496924304767796,0.007060493410605449,-0.0053592286680055725,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.20214567479932488
comm11_6_3,0.006353401527132676,0.13428904622793197,0.18605111178982517,0.0713732905216191,0.018492193984920562,-0.025793295622519842,-0.004715716105116447,-0.13974284735386783,0.006960695413467673,-0.027267075854799018,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.19208393008372077
comm11_6_4,0.00037330493978831843,0.12228783139230115,0.18305353315466127,0.06754705348902423,0.00783961097345404,-0.0435562013251626,-0.0035567713091554883,-0.10120161439899515,0.0061410461544342656,-0.01378013947897631,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.19174196501252805
comm11_7_1,-0.012510624693139743,0.24861338877969463,0.2472245393596265,0.09150934674817583,0.0023428529986868783,-0.02001013334192659,0.03473084888704444,-0.22954135543302345,0.007361245903631913,0.10220004218104096,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4761566893788473
comm11_7_2,-0.0010725117102265316,0.19610404688702973,0.26638131732040127,0.12924715070944764,0.01259268157508062,-0.03298127539617859,0.0002930853677832537,-0.2072283034204789,0.007089620938767561,0.10621556332577835,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.48226683949395216
comm11_7_3,0.02539083551615476,0.20455029535552735,0.22766621498148076,0.09541825931681239,0.011460457645032706,-0.04987252421029237,0.029754918152871335,-0.2081000677722951,0.004448355348861739,0.13502066726917808,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4811025384560845
comm11_7_4,-0.001882011038453676,0.2007135658937952,0.247350166482122,0.057931509597793876,0.018274539030440465,-0.006838191749285093,0.030550094962767928,-0.2091348249691984,0.011118564824371237,0.127653998568978,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4811025384560845
comm11_8_1,0.050963551053858316,0.18252640605620715,0.2888667968174686,0.11441426894910955,-0.00275373599937428,-0.023911187997006852,0.03263013987923445,-0.22285360105659643,0.014520480365532894,0.14619436090245194,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6161936979692529
comm11_8_2,0.0547246914356947,0.16676937187981347,0.25784862664892616,0.08054473836946748,0.01274997634084328,-0.003319017634443615,0.053075930233234966,-0.20413213540840403,0.014682109503318427,0.1675063622888663,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6417698578516113
comm11_8_3,0.033934894654413926,0.2130730648516962,0.2590586623889596,0.08526639922967424,0.02264217387398949,-0.02023200137783652,0.02834963528034479,-0.21626145332079866,0.02296967005114192,0.1734357208110715,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6440713470669853
comm11_8_4,0.002140240291862377,0.2520430927043376,0.3172868362182508,0.09700616778724867,-0.014822723739173113,-0.027521424374502633,0.027982120504197856,-0.24417397685834888,0.027480671917614722,0.16132799633819123,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6395779816459941
comm11_9_1,0.06884199893992882,0.15535917831179893,0.2640475953661876,0.11901035476475957,0.00040236180081316573,-0.031523181383052594,0.03390778704829838,-0.1536671296701483,0.02149970393627882,0.19050250412329384,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7292859280132171
comm11_9_2,0.0692948919210745,0.19016167167250228,0.2643887425975307,0.10683820806119755,0.012026964196044486,-0.013334510132022526,0.031064018809601027,-0.18505916285288074,0.022132457658324552,0.18016085147371766,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7412574926289346
comm11_9_3,0.0679341013438028,0.1632012178765043,0.2779186336647556,0.10585252668870533,0.005070714254094207,-0.010001031068032209,0.034994374916929256,-0.17594787656127106,0.02436511989358974,0.18673550724983212,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.747526246417331
comm11_9_4,0.07942316323518753,0.1534299622767645,0.31096004495964097,0.10795468974210648,0.006024792866538398,-0.015181309132148381,0.03579222658730074,-0.17534919717389602,0.026366463527083394,0.14797780413990436,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7409024335149471
