Treatments,Time,BA_OD,sample_1,sample_2,sample_3,sample_4,sample_5,sample_6,sample_7,sample_8,sample_9,sample_10,sample_11,sample_12,sample_13,sample_14,sample_15,sample_16,sample_17,sample_18,sample_19,sample_20,sample_21,sample_22,sample_23,sample_24,sample_25,sample_26,sample_27,sample_28,sample_29,sample_30,sample_31,sample_32,sample_33,sample_34,sample_35,sample_36,sample_37,sample_38,sample_39,sample_40,sample_41,sample_42,sample_43,sample_44,sample_45,sample_46,sample_47,sample_48,sample_49,sample_50,sample_51,sample_52,sample_53,sample_54,sample_55,sample_56,sample_57,sample_58,sample_59,sample_60,sample_61,sample_62,sample_63,sample_64,sample_65,sample_66,sample_67,sample_68,sample_69,sample_70,sample_71,sample_72,sample_73,sample_74,sample_75,sample_76,sample_77,sample_78,sample_79,sample_80,sample_81,sample_82,sample_83,sample_84,sample_85,sample_86,sample_87,sample_88,sample_89,sample_90,sample_91,sample_92,sample_93,sample_94,sample_95,sample_96,sample_97,sample_98,sample_99,sample_100
BA_6,12,0.08848566666666667,0.07564218,0.07399774,0.075845435,0.068605915,0.06768425,0.07806426,0.06995341,0.071441226,0.07628356,0.072364815,0.07045387,0.067869045,0.07361286,0.069267265,0.070420936,0.069799595,0.0696107,0.06700256,0.06763573,0.078969106,0.07449737,0.07335624,0.07048714,0.0682322,0.07007898,0.070513435,0.069370344,0.06847756,0.06476312,0.07087992,0.068593845,0.070012845,0.07297799,0.07554939,0.06739997,0.07025997,0.06626441,0.07476382,0.06799299,0.07446474,0.0736872,0.07037582,0.072601,0.071105026,0.06864286,0.07006928,0.07189273,0.07102777,0.069378465,0.07259052,0.07633487,0.06722238,0.07104248,0.06828966,0.07242526,0.06596854,0.075809866,0.07164432,0.07032696,0.07191519,0.07213583,0.0739726,0.07206632,0.070626825,0.07206578,0.06692038,0.06946313,0.06855586,0.06490919,0.06985658,0.07035572,0.07190387,0.07404837,0.07205115,0.07381299,0.07119331,0.07368456,0.07093003,0.07405395,0.0716679,0.07157247,0.076431245,0.07084569,0.06733818,0.06675192,0.070558935,0.06938733,0.06593489,0.06379355,0.07212992,0.074231274,0.06435279,0.0693213,0.07437046,0.068600595,0.06798189,0.066089146,0.06674729,0.07586096,0.06641914
BA_6,24,0.22648633333333335,0.48360232,0.46030247,0.48368657,0.4046115,0.3955904,0.50533664,0.418485,0.43349567,0.4885197,0.44245717,0.42413118,0.39698082,0.4597093,0.41066733,0.42426392,0.41602623,0.41579333,0.38848498,0.3947337,0.51734203,0.46766737,0.45669392,0.42659923,0.4033745,0.4202989,0.42545968,0.41441017,0.4038358,0.3662284,0.4298718,0.40592784,0.41967303,0.4520114,0.48244265,0.3936789,0.42282262,0.3804238,0.47427735,0.39885867,0.46896598,0.4592301,0.42030492,0.44643357,0.4309503,0.40581888,0.41946235,0.43900526,0.4314359,0.41373622,0.44985375,0.48835358,0.39195466,0.4291365,0.40020975,0.44084772,0.37798187,0.48363912,0.43730426,0.42171702,0.44004977,0.44361582,0.46424878,0.4416939,0.4257728,0.44169527,0.3906188,0.41382375,0.40416595,0.3673174,0.4168868,0.42368147,0.44280145,0.46429372,0.44502565,0.46261966,0.43371958,0.46208754,0.42923838,0.46124572,0.43327475,0.434651,0.4895044,0.42928654,0.39274597,0.38327155,0.42640954,0.41220018,0.37668628,0.35603803,0.44180876,0.46519467,0.3607191,0.41278833,0.4672433,0.4063553,0.3983694,0.38016838,0.38602275,0.4817325,0.38331693
BA_7,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
BA_7,3,0.035384,0.0234695,0.02334618,0.023990558,0.023646353,0.02370809,0.023870971,0.023694761,0.02367558,0.02347475,0.02346595,0.023590852,0.02363824,0.02362636,0.023672596,0.023537446,0.023867361,0.023646368,0.023907391,0.02385584,0.023533402,0.02377687,0.02376605,0.02363525,0.023564216,0.023569023,0.023622908,0.02374379,0.023271793,0.023705509,0.023450727,0.023635726,0.023392322,0.02355308,0.023325106,0.02387421,0.023583919,0.023670137,0.02354479,0.023451574,0.023610814,0.023477374,0.023770701,0.023713594,0.023832334,0.023745392,0.02392325,0.023533596,0.023626905,0.023992594,0.023550082,0.023541456,0.023773912,0.02369435,0.023482557,0.023469858,0.023734463,0.023563169,0.023747653,0.023506483,0.023261521,0.023576226,0.024086704,0.023519402,0.023656305,0.023759931,0.023803614,0.023903342,0.023537582,0.023618547,0.023853362,0.023944242,0.023799203,0.023687841,0.023461299,0.023707066,0.023528414,0.023541197,0.02356703,0.023510993,0.02352864,0.023685882,0.02340762,0.0236751,0.023710903,0.023716165,0.023491172,0.023641374,0.023709161,0.023893962,0.023937268,0.023548622,0.023720158,0.023978524,0.023826642,0.023848692,0.02357378,0.023652047,0.023795163,0.023679685,0.023523241
BA_7,6,0.05414466666666667,0.054961786,0.054391924,0.057430245,0.05579139,0.056088503,0.056847747,0.05602629,0.055935934,0.054982953,0.054964527,0.05553922,0.055752374,0.055693764,0.055925366,0.055280503,0.056843992,0.055790957,0.057031866,0.05679017,0.055267017,0.056405116,0.056348246,0.05574124,0.055414136,0.055436004,0.05568906,0.05625739,0.054048877,0.056073,0.054868847,0.055746593,0.054603707,0.055362705,0.054288425,0.056876384,0.055503864,0.055898212,0.05531048,0.05487379,0.055619005,0.055001136,0.056374185,0.056104284,0.05667773,0.056267027,0.05710253,0.055268306,0.055714887,0.057437167,0.055327494,0.055305455,0.056402292,0.05602211,0.055024955,0.054959487,0.056203563,0.055399336,0.05627131,0.055140223,0.05399187,0.055468388,0.057884146,0.055202726,0.055847652,0.056317072,0.056534138,0.057001676,0.055271216,0.05565849,0.056771316,0.05719604,0.056507844,0.05599434,0.05492549,0.05607811,0.05523556,0.055295326,0.05541917,0.055153936,0.055229694,0.055976976,0.05467341,0.055928115,0.056094106,0.056124244,0.055067692,0.055765815,0.056088198,0.05696615,0.057185166,0.055335116,0.056151614,0.057363585,0.05663728,0.05675266,0.05545402,0.05582364,0.05650772,0.055955056,0.055221304
BA_7,9,0.05366766666666667,0.1280414,0.12609988,0.136747,0.13093059,0.13201302,0.13459958,0.13180304,0.13148318,0.12808862,0.12817831,0.13010976,0.13079056,0.13056853,0.13146998,0.1291538,0.13467985,0.13092826,0.13532421,0.13449247,0.12914391,0.13307099,0.1328336,0.1307725,0.12967286,0.1297449,0.13062951,0.13260788,0.12492989,0.131937,0.12767994,0.13081229,0.12681083,0.12950009,0.12570502,0.13479187,0.12996599,0.13127229,0.12923184,0.1277054,0.13029654,0.12819412,0.13295092,0.13199893,0.13409036,0.13265783,0.13554345,0.12914781,0.13076377,0.13675524,0.129237,0.12928009,0.13313237,0.13177031,0.12827559,0.12800585,0.13235049,0.12955658,0.13263059,0.12869394,0.12467383,0.12985075,0.13832045,0.12892446,0.13119195,0.1327069,0.1335362,0.13514754,0.12905554,0.13045238,0.13437986,0.13582887,0.13340698,0.13169086,0.12793039,0.13193807,0.12897871,0.12918828,0.12963733,0.12869772,0.12891401,0.13157961,0.12704174,0.13141969,0.13197765,0.13212372,0.12844115,0.13082784,0.13197593,0.13508283,0.13594194,0.12935844,0.13227554,0.13645062,0.1338587,0.13434117,0.12977892,0.13108414,0.13353652,0.13154884,0.12899569
BA_7,12,0.08403433333333334,0.29450887,0.2888665,0.3212031,0.3032076,0.30675545,0.31410792,0.30621696,0.30517426,0.2944634,0.29567623,0.30108762,0.302786,0.30201846,0.305278,0.29788277,0.314956,0.3032245,0.31677833,0.3143614,0.29808792,0.30969873,0.308754,0.30287027,0.29976544,0.29995745,0.3026685,0.30858797,0.285425,0.30640635,0.29315034,0.30312008,0.29083893,0.29929712,0.28744844,0.31525987,0.30051094,0.30408493,0.29800877,0.2932849,0.30113775,0.29504436,0.30926365,0.30628893,0.3130883,0.30886552,0.31729424,0.29805145,0.30330506,0.32116947,0.29766494,0.29848316,0.3102644,0.30596644,0.2953107,0.2942281,0.30735573,0.29904467,0.3085345,0.29662627,0.28433403,0.30027437,0.32584637,0.2974032,0.3044104,0.30824557,0.31113106,0.31587568,0.29720128,0.30168125,0.3137544,0.3178732,0.31050304,0.3058058,0.29428625,0.30628234,0.2972306,0.29790497,0.29935598,0.29643956,0.29679087,0.30521864,0.29148263,0.30477548,0.30627555,0.3070289,0.29592368,0.30282494,0.30643177,0.31602165,0.3191325,0.298584,0.3077923,0.31996477,0.31186143,0.31383532,0.29990044,0.30397096,0.31170356,0.30536592,0.29767987
BA_7,24,3.932942333333333,3.355191,3.377195,3.4990318,3.3536513,3.46002,3.3577616,3.6294997,3.4664893,3.225357,3.546273,3.447814,3.4190304,3.4159458,3.4987385,3.3703337,3.5775254,3.441071,3.4765573,3.4787648,3.4674163,3.560898,3.4983115,3.4864128,3.4429998,3.4398336,3.5335135,3.5050917,3.3295999,3.4700942,3.1856968,3.5200665,3.253887,3.498083,3.2632656,3.5135148,3.3540273,3.415171,3.4731467,3.2112737,3.409417,3.3327646,3.5295877,3.3527362,3.4363258,3.619346,3.5212586,3.329833,3.50109,3.5828,3.2778513,3.3815515,3.507854,3.471082,3.4141026,3.284228,3.3130648,3.3889701,3.5733309,3.2972016,3.2966793,3.5461307,3.5962832,3.3275313,3.5289803,3.4221747,3.422721,3.5448287,3.2841918,3.3332543,3.457992,3.417538,3.348016,3.4270952,3.4451852,3.3745224,3.3047137,3.412247,3.4077096,3.4145062,3.2882633,3.4955497,3.2726603,3.4385583,3.2757118,3.519678,3.476385,3.3574717,3.4323373,3.5591383,3.589019,3.391209,3.507478,3.511547,3.3551419,3.5913818,3.428881,3.5768192,3.5781918,3.4586637,3.4047217
BA_8,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
BA_8,3,0.016146666666666667,0.020976698,0.021312075,0.021220634,0.021383315,0.02090838,0.021134872,0.02084137,0.021191426,0.02113767,0.02089732,0.021301921,0.021259712,0.02115265,0.021353286,0.02117125,0.021118946,0.021255923,0.0214353,0.02105547,0.021120748,0.020911476,0.021503355,0.021169223,0.021138161,0.021112394,0.021017602,0.020967493,0.020938884,0.02090099,0.020842403,0.021180196,0.021109074,0.021006038,0.021288065,0.021159587,0.021168854,0.021057457,0.020672122,0.021186288,0.021263676,0.021259809,0.02122293,0.021222593,0.021222698,0.021055996,0.021189237,0.021281524,0.021173159,0.02126964,0.021425422,0.020699201,0.021414591,0.020824008,0.021069022,0.021330798,0.021192806,0.020948108,0.021152964,0.021181805,0.020867366,0.021302942,0.020993263,0.021071251,0.021187307,0.021088732,0.021023221,0.021147441,0.021367965,0.021129554,0.020920882,0.021177195,0.021212736,0.02132543,0.021256208,0.021103287,0.021181108,0.021275349,0.021309158,0.021324817,0.021390313,0.021306297,0.021413865,0.020920612,0.020920685,0.021056367,0.021250602,0.021197932,0.021042239,0.021069031,0.021192763,0.020966511,0.021143636,0.021182606,0.021225343,0.021242592,0.021077143,0.021284882,0.021224368,0.021041716,0.021276912
BA_8,6,0.026481,0.04403775,0.04545137,0.04506183,0.045751218,0.043741986,0.044698704,0.043462537,0.04493574,0.0447075,0.043700904,0.045405313,0.045228753,0.044773366,0.04562924,0.04485136,0.044629112,0.045213383,0.045978684,0.044360615,0.04463793,0.043757364,0.046270236,0.044840567,0.044711504,0.04459663,0.044204466,0.043999452,0.04387211,0.04371548,0.043472193,0.044892233,0.0445879,0.044147883,0.04534369,0.044801485,0.04484403,0.04437057,0.042759538,0.044918403,0.045244455,0.045231,0.04506944,0.045073364,0.04507614,0.04436784,0.04492391,0.045320783,0.044858374,0.045268044,0.045936454,0.04287801,0.045882944,0.043394756,0.044422187,0.04552477,0.044941675,0.043913223,0.044775326,0.044895463,0.04357887,0.04540782,0.044101767,0.044425968,0.04492102,0.04450392,0.044227697,0.044748984,0.04568529,0.0446774,0.043800514,0.044876907,0.045028068,0.04550976,0.045214057,0.04456423,0.044894632,0.045294344,0.045440137,0.045499474,0.045787394,0.04542415,0.045886353,0.043796737,0.043801572,0.04436735,0.045193437,0.044971876,0.04430397,0.044425018,0.044944543,0.043991707,0.044739608,0.04490089,0.0450797,0.045152776,0.044452228,0.045331243,0.04507399,0.044303294,0.04530093
BA_8,9,0.04317466666666667,0.09260426,0.0970681,0.095820926,0.09800552,0.0916216,0.094666764,0.09074758,0.09540701,0.0946779,0.091520466,0.09690573,0.09635873,0.09490046,0.09764962,0.09514474,0.094433166,0.0963137,0.09876453,0.0935783,0.09446762,0.09168346,0.099700294,0.09509799,0.09470127,0.09430356,0.09310268,0.09248545,0.0920443,0.09156262,0.09080675,0.095290236,0.094305165,0.0928806,0.09669386,0.09498318,0.095136605,0.09361838,0.08855402,0.09537642,0.09640268,0.09637571,0.09583307,0.09587529,0.09589769,0.09362878,0.095355034,0.09664833,0.0951609,0.09646749,0.09862849,0.08895657,0.098416686,0.09056013,0.09379752,0.09726784,0.09542653,0.0921867,0.09491084,0.09528138,0.09115436,0.0969033,0.09277583,0.093778655,0.0953752,0.094049156,0.093173474,0.094810754,0.09779185,0.09460543,0.0918395,0.09522787,0.09571186,0.0972635,0.09631272,0.09423435,0.095290594,0.09656303,0.09703886,0.09718732,0.09815682,0.09696645,0.09846449,0.09181323,0.09185303,0.09361619,0.0962647,0.095569484,0.093394235,0.09382166,0.095452316,0.092441134,0.09481769,0.09530996,0.09586594,0.096098065,0.09387024,0.09666002,0.09583891,0.093400426,0.096583426
BA_8,12,0.060185999999999996,0.19537127,0.20787641,0.20431565,0.21043397,0.19235694,0.20105028,0.18992886,0.2030782,0.20099665,0.19220993,0.20733947,0.2058737,0.20168544,0.20959668,0.202367,0.20032586,0.2057631,0.2127517,0.19788621,0.20045121,0.19260103,0.21541479,0.20216915,0.2011167,0.19982235,0.19663854,0.19504796,0.19361316,0.19231598,0.19023693,0.2028494,0.19997665,0.19579929,0.20666116,0.201891,0.20241462,0.19804227,0.18382609,0.20311375,0.20596765,0.2059682,0.20428601,0.20455715,0.20469266,0.19816852,0.20285831,0.20667388,0.2023783,0.20609298,0.21235542,0.18510717,0.21154979,0.18952703,0.19862488,0.20827334,0.20313759,0.19407313,0.20174351,0.20273319,0.19127004,0.20728108,0.19570164,0.19841908,0.20306234,0.19930275,0.19682053,0.20137843,0.20980988,0.20090435,0.19313768,0.20260978,0.20399685,0.20847826,0.20574464,0.19979921,0.20282008,0.20642477,0.20782804,0.20803842,0.21105032,0.20751235,0.21187489,0.19299258,0.1932256,0.19807893,0.2056977,0.20377685,0.19734496,0.19876692,0.20329246,0.19482514,0.2015782,0.20287248,0.20438027,0.20503755,0.19872333,0.20659341,0.20425734,0.19740309,0.20647936
BA_8,24,3.8345296666666666,3.7905977,4.042521,3.988157,4.070414,3.5634232,3.9285388,3.539141,3.9143538,3.875963,3.610892,4.0238643,4.086815,3.8137023,4.1101294,3.9317691,3.8786263,4.0566707,4.224425,3.7323995,3.8333108,3.6632793,4.224583,3.8465798,3.913961,3.7402003,3.790862,3.8124228,3.705582,3.6939075,3.6450262,3.8526845,3.859069,3.6662939,3.972009,3.8615754,3.89429,3.7576394,3.3497646,3.9589927,4.0857673,4.0508347,3.9144762,4.010101,4.111418,3.8369188,3.8623943,4.06377,3.86483,3.9706085,4.1159034,3.4808478,4.077311,3.597974,3.7920666,4.060301,3.9360292,3.6900277,3.9434674,3.8884604,3.6535473,4.0112853,3.700114,3.7284136,3.935906,3.846989,3.7203114,3.8929825,4.01351,3.8914785,3.713197,3.9098577,3.957761,4.095892,4.038308,3.8919609,3.943183,4.0418463,4.0537224,3.942986,4.22746,3.9804444,4.177016,3.6668417,3.739182,3.828816,4.0680017,4.029733,3.7301984,3.8039556,3.9449599,3.7511313,3.9262154,3.9389687,3.9213724,3.9728463,3.8195791,3.9538324,3.8814795,3.7445285,4.0164456
BA_9,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
BA_9,3,0.014716,0.018499546,0.018746193,0.018286832,0.018668275,0.018559786,0.01846541,0.018427499,0.01846161,0.018187504,0.018726578,0.018497285,0.018253751,0.018438078,0.018706815,0.018606223,0.018451339,0.018523125,0.018640582,0.018469714,0.018408613,0.018338555,0.018618166,0.018639734,0.018616885,0.01864449,0.018299252,0.01842527,0.018479224,0.018547213,0.018560607,0.018596584,0.01844674,0.018323617,0.018462295,0.018483585,0.018449062,0.018513465,0.018655693,0.01827879,0.018252967,0.018728124,0.018223684,0.018457847,0.01867772,0.018329104,0.018499326,0.018254988,0.018763078,0.018648544,0.018913519,0.018510567,0.0182119,0.01863866,0.01855247,0.018377723,0.01847198,0.018302498,0.018162873,0.018728245,0.018413719,0.018673804,0.018597957,0.018659946,0.018140985,0.018684182,0.018467437,0.018317023,0.018817613,0.01843668,0.018563462,0.018720634,0.018611861,0.01851613,0.018500963,0.018335877,0.01844518,0.01863023,0.018619401,0.01842754,0.018568197,0.018571477,0.018561628,0.018755512,0.018433703,0.018529259,0.01846885,0.018239655,0.018508473,0.018513197,0.018468548,0.018435031,0.018367365,0.018408312,0.018358003,0.018545123,0.018711615,0.018559061,0.018451732,0.018665284,0.018667232
BA_9,6,0.016465,0.034254212,0.035175115,0.033476464,0.034881383,0.034480613,0.034131657,0.033988208,0.03411705,0.033103973,0.03509554,0.034247946,0.033350848,0.034025174,0.03502642,0.034652267,0.034075234,0.034341842,0.03477774,0.034144886,0.033917453,0.03366007,0.034693006,0.034770746,0.034691297,0.03479141,0.03351388,0.03398102,0.03417697,0.03443288,0.03447941,0.03461213,0.03405774,0.033605125,0.034113992,0.03419485,0.034069534,0.034304302,0.034832716,0.033442043,0.03334672,0.035105586,0.033241108,0.03409455,0.034914263,0.033628676,0.034252193,0.03335395,0.035233635,0.03480718,0.035804976,0.034292825,0.033197414,0.034765743,0.03444985,0.033803962,0.034151282,0.033529468,0.033020254,0.03510398,0.03393586,0.034903083,0.034616288,0.034846477,0.032943703,0.034938037,0.034136355,0.03357932,0.0354376,0.03402194,0.034492325,0.035075955,0.03467542,0.034315955,0.034260668,0.033650182,0.034053568,0.034739383,0.034700952,0.033983883,0.034506004,0.034521304,0.034481734,0.035207715,0.03400877,0.034364875,0.03414006,0.03329922,0.034289744,0.03430881,0.034136023,0.034014903,0.03376111,0.03391852,0.03373395,0.03442247,0.035042204,0.034477443,0.034076605,0.03487253,0.03487563
BA_9,9,0.03458933333333333,0.06353133,0.066117555,0.061401747,0.06528249,0.06417448,0.06320669,0.06279345,0.06316312,0.06033743,0.06586659,0.06352266,0.061035994,0.06288688,0.06569405,0.06465048,0.06303055,0.063776284,0.06499052,0.06323162,0.06259222,0.06188241,0.06474801,0.06495397,0.06475659,0.06502494,0.061470337,0.062777884,0.06330746,0.06403712,0.064153254,0.064519495,0.06297983,0.061730057,0.0631306,0.063364685,0.06302655,0.06366424,0.06513846,0.061285913,0.06102033,0.06591409,0.060735684,0.0630636,0.06536469,0.06180971,0.06352006,0.061039153,0.06626127,0.06507189,0.06789882,0.06362863,0.06061321,0.0649358,0.064073645,0.062279355,0.06324103,0.061529044,0.06013392,0.065900214,0.06264156,0.06534797,0.06452699,0.065167874,0.059937272,0.065428995,0.06320767,0.061651867,0.06683206,0.06288599,0.06419941,0.06582389,0.064724535,0.06370399,0.06355427,0.061854947,0.06297508,0.06488438,0.06478486,0.062762104,0.06422061,0.06427674,0.06415321,0.066199124,0.06284035,0.063841656,0.06321153,0.060894415,0.06364065,0.06370069,0.06318691,0.06286246,0.062140692,0.06260416,0.062096152,0.0639971,0.065729015,0.06416419,0.06303453,0.06526792,0.06525739
BA_9,12,0.035861333333333335,0.11818968,0.12468096,0.11301652,0.12254943,0.11983697,0.11744659,0.11636269,0.11732694,0.110247925,0.12394224,0.118202016,0.11204064,0.11655943,0.123596914,0.12100891,0.11693416,0.118801564,0.12181404,0.117462285,0.11584621,0.11410095,0.12118683,0.12165423,0.121261716,0.12188448,0.11305244,0.11634236,0.11759804,0.11947833,0.1197128,0.12060861,0.11679991,0.11372325,0.11715247,0.11776983,0.116969965,0.11849347,0.1221594,0.112650305,0.11198551,0.12413846,0.111307986,0.11693487,0.12271504,0.11397604,0.11813857,0.11202788,0.12495651,0.122012995,0.12917273,0.11839027,0.11099802,0.12159327,0.1195266,0.11507808,0.11745259,0.11325769,0.109848894,0.12406601,0.11596097,0.12273236,0.12060996,0.12219612,0.10941653,0.12286645,0.11740206,0.11350381,0.12637298,0.11658887,0.119867556,0.12388527,0.12123191,0.11862042,0.11826587,0.1140332,0.11681465,0.12155428,0.12133775,0.11620987,0.11985345,0.12004745,0.11968724,0.1248439,0.11644021,0.11896918,0.11738563,0.11169432,0.11850138,0.118678525,0.11727301,0.11651497,0.11465705,0.115910776,0.114665665,0.11933511,0.12364843,0.11980597,0.11694421,0.12255511,0.12245027
BA_9,24,1.2648283333333332,1.5709574,1.7536482,1.4620866,1.682509,1.6305834,1.5705887,1.5139537,1.5636557,1.3340858,1.6884708,1.5809366,1.4106189,1.5118504,1.7122777,1.6507409,1.5292877,1.5858818,1.6607839,1.5533012,1.5009052,1.4526417,1.632792,1.6246548,1.6570392,1.6568868,1.4141098,1.5264397,1.5395777,1.6132128,1.5955848,1.6205577,1.5232339,1.4456419,1.5233424,1.5530558,1.5455284,1.5663813,1.6612334,1.4225929,1.4047295,1.724547,1.3917353,1.4957572,1.6721377,1.4721767,1.5531578,1.4021927,1.7268498,1.6652559,1.8749104,1.5566463,1.3791637,1.6236322,1.5980257,1.480318,1.5422096,1.4416907,1.3615055,1.7071141,1.4969434,1.6970004,1.6079451,1.646684,1.3634648,1.6718521,1.5523169,1.4302534,1.7584771,1.5254343,1.6163305,1.7107711,1.681668,1.5766851,1.5779176,1.4541985,1.5320156,1.655034,1.6641768,1.485149,1.5909274,1.6203885,1.5872629,1.7377449,1.5082815,1.5939518,1.5382197,1.3998983,1.588777,1.607757,1.5221334,1.5146075,1.4402795,1.5145819,1.4807177,1.5915045,1.7063439,1.6293187,1.5278968,1.7053983,1.6620106
